fileName,Max Dep Ref,GraphModifyTime
kevin_presto_000_1_1.pst.261.xls,Results:K5551,3
kim_ward_000_1_2.pst.406.xls,Sales:C9,3
andy_zipper_000_1_1.pst.77.xls,DD-ENA:F500,4
jim_schwieger_000_1_1.pst.113.xls,Sheet1:BQ1974,1
darron_c_giron_002_1_1_1.pst.154.xls,Darron:E4,3
vkaminski_000_1_1_1.pst.276.xls,payout model:AQ5,1
don_baughman_000_1_1.pst.151.xls,Sheet1:C20,2
john_lavorato_000_1_1_1.pst.57.xls,POS Lambie:BB2,13
john_griffith_000_1_1.pst.197.xls,Pastoria:F3,15
don_baughman_000_1_1.pst.143.xls,Sheet1:C20,1
stacey_white_000_1_1.pst.382.xls,NP15:B4,1
andy_zipper_000_1_1.pst.106.xls,TRANSACTIONSUMMARYREPORT -1:N4780,5
joe_parks_000_1_1.pst.133.xls,Variable Rates - Sept:P5,7
mark_taylor_001_1_1.pst.58.xls,Sheet1:M4,2
andy_zipper_000_1_1.pst.70.xls,DD-ENA:F500,4
tracy_geaccone_000_1_1.pst.268.xls,Trackers:D61,30
jonathan_mckay_000_1_1.pst.15.xls,TETCO_TRANSCO:Y86,2
don_baughman_000_1_1.pst.128.xls,Sheet1:C20,1
andy_zipper_000_1_1.pst.53.xls,DD-EPM:U429,1
andy_zipper_000_1_1.pst.68.xls,DD-ENA:F500,5
andy_zipper_000_1_1.pst.168.xls,Deal Detail:B9,23
don_baughman_000_1_1.pst.175.xls,Sheet1:C20,2
john_zufferli_000_1_1.pst.54.xls,DATA:F1556,3
chris_germany_000_1_2.pst.164.xls,gatherco:J3,7
andy_zipper_000_1_1.pst.85.xls,TRANSACTIONSUMMARYREPORT -1:N4780,6
kevin_hyatt_000_1_1.pst.120.xls,PNM 500617:H12,0
jim_schwieger_000_1_1.pst.105.xls,Sheet1:BR179,1
vkaminski_002_1_1_1.pst.12.xls,5d. 7.6:D4,73
darron_c_giron_000_1_1_1.pst.137.xls,PRD Location_Def:K3439,6
dutch_quigley_000_1_1.pst.212.xls,Swap:AG9,3
kevin_ruscitti_000_1_1.pst.157.xls,03-22-00AM:BT499,1
andy_zipper_000_1_1.pst.144.xls,TRANSACTIONSUMMARYREPORT -1:N4780,5
robin_rodrigue_000_1_1.pst.12.xls,Detail:J4400,2
andy_zipper_000_1_1.pst.21.xls,TRANSACTIONSUMMARYREPORT -1:N4780,6
lindy_donoho_000_1_1_1.pst.123.xls,SJ by Month:H28,1
tracy_geaccone_000_1_1.pst.146.xls,Trackers:D61,8
don_baughman_000_1_1.pst.189.xls,Sheet1:C20,1
fletcher_sturm_000_1_1.pst.99.xls,Cash:D1,1
don_baughman_000_1_1.pst.200.xls,8-1:C20,2
juan_hernandez_000_1_1.pst.10.xls,Sheet1:C20,1
robin_rodrigue_000_1_1.pst.159.xls,Detail:J4400,1
vkaminski_002_1_1_1.pst.276.xls,Gas Curves:BV2,1
daren_farmer_000_1_1.pst.104.xls,Jan 01 trial:AW14,2
vkaminski_000_1_1_1.pst.310.xls,Sheet1:A64,17
dutch_quigley_000_1_1.pst.202.xls,Position:Z2,9
vkaminski_000_1_1_1.pst.309.xls,Sheet1:A64,17
elizabeth_sager_000_1_1.pst.122.xls,Top Exposure (2):F500,3
juan_hernandez_000_1_1.pst.169.xls,Regional_Spreads:B759,6
don_baughman_000_1_1.pst.190.xls,Sheet1:C20,1
jonathan_mckay_000_1_1.pst.14.xls,TETCO_TRANSCO:Y86,2
daren_farmer_000_1_1.pst.1499.xls,Jan 01 trial:AW14,2
stacey_white_000_1_1.pst.230.xls,OP.Power Desk Daily Price:B7,1
vkaminski_001_1_2_1.pst.125.xls,Metro:G2,5
lindy_donoho_000_1_1_1.pst.13.xls,WOT by Month thru 2010:H32,2
michelle_lokay_000_1_2_1.pst.24.xls,PNM 500617:H12,1
tori_kuykendall_000_1_1_1.pst.48.xls,Sheet1:C1,23
dutch_quigley_000_1_1.pst.51.xls,Sheet1:A1536,13
don_baughman_000_1_1.pst.152.xls,Sheet1:C20,1
mike_grigsby_000_1_1_1.pst.255.xls,Months:F4,1
benjamin_rogers_001_1_1.pst.153.xls,Template:E445,5
andy_zipper_000_1_1.pst.92.xls,TRANSACTIONSUMMARYREPORT -1:N4780,5
andy_zipper_000_1_1.pst.170.xls,Deal Detail:A9,10
jonathan_mckay_000_1_1.pst.24.xls,TETCO_TRANSCO:F38,5
louise_kitchen_000_1_1_1_1.pst.259.xls,Cost Cancel Details:C18,3
jonathan_mckay_000_1_1.pst.30.xls,TETCO_TRANSCO:F38,6
benjamin_rogers_001_1_1.pst.2.xls,Wheatland:Z66,2
vkaminski_000_1_1_1.pst.304.xls,Expiration Dates:F9,6
chris_germany_000_1_1_1.pst.125.xls,Total Reqs:J65,2
benjamin_rogers_000_1_1.pst.190.xls,CCFMODEL:H10,11
tracy_geaccone_000_1_1.pst.308.xls,WESTCompare0201:AP7,5
benjamin_rogers_000_1_1.pst.142.xls,Depreciation:Z46,1
don_baughman_000_1_1.pst.184.xls,Sheet1:C20,2
eric_saibi_000_1_1.pst.218.xls,Graph:D4,1
andy_zipper_000_1_1.pst.76.xls,DD-ENA:F500,5
phillip_m_love_000_1_1.pst.672.xls,m1:A5,1
louise_kitchen_000_1_1_1_1.pst.0.xls,Cost Cancel Details:C58,3
andy_zipper_000_1_1.pst.122.xls,TRANSACTIONSUMMARYREPORT -1:N4780,6
don_baughman_000_1_1.pst.142.xls,Sheet1:C20,1
darrell_schoolcraft_000_1_1_1.pst.219.xls,USGT 500616:G12,1
jim_schwieger_000_1_1.pst.104.xls,Sheet1:AR17,5
john_griffith_000_1_1.pst.546.xls,Power:AF154,2
benjamin_rogers_000_1_1.pst.157.xls,Depreciation:Z46,1
vkaminski_000_1_1_1.pst.286.xls,Expiration Dates:F9,6
robin_rodrigue_000_1_1.pst.137.xls,Sheet10:R936,6
chris_germany_000_1_1_1.pst.109.xls,Total Reqs:J69,3
louise_kitchen_000_1_1_1_1.pst.249.xls,Cost Cancel Details:C58,3
matthew_lenhart_001_1_1.pst.154.xls,OP.Power Desk Daily Price:B7,1
scott_neal_000_1_1.pst.533.xls,Sheet1:I1889,4
stacey_white_000_1_1.pst.3.xls,BRA Power:A6,7
kevin_ruscitti_000_1_1.pst.103.xls,03-27-00AM:CN222,6
andy_zipper_000_1_1.pst.69.xls,DD-ENA:F500,4
joe_parks_000_1_1.pst.213.xls,Jan 01 trial:AW14,1
andy_zipper_000_1_1.pst.115.xls,TRANSACTIONSUMMARYREPORT -1:N4780,5
don_baughman_000_1_1.pst.174.xls,Sheet4:H2,6
lynn_blair_000_1_1.pst.12.xls,USGT 500616:G12,1
phillip_m_love_000_1_1.pst.476.xls,LongTerm73:D22,7
mike_grigsby_000_1_1_1.pst.106.xls,Power Curve:J5,16
louise_kitchen_000_1_1_1_1.pst.244.xls,Cost Cancel Details:C58,2
don_baughman_000_1_1.pst.191.xls,Sheet1:C20,1
juan_hernandez_000_1_1.pst.164.xls,Sheet1:C20,2
richard_shapiro_001_1_2.pst.124.xls,SUMMARY:D2,0
andy_zipper_000_1_1.pst.169.xls,Deal Detail:A9,9
darrell_schoolcraft_000_1_1_1.pst.364.xls,MissAla :J36,1
eric_saibi_000_1_1.pst.464.xls,ERCOT MCP BY INTERVAL:L14,5
errol_mclaughlin_jr_000_1_1.pst.24.xls,MAY-2001:J3,2
andy_zipper_000_1_1.pst.71.xls,DD-ENA:F500,4
louise_kitchen_000_1_1_1_1.pst.212.xls,West Power Origination:M21,1
dan_hyvl_000_1_1.pst.112.xls,Seller's's PP Calc:A12,1
andy_zipper_000_1_1.pst.54.xls,DD-ENA:F500,4
jonathan_mckay_000_1_1.pst.29.xls,TETCO_TRANSCO:F38,5
bill_williams_iii_000_1_1.pst.81.xls,BES Interval Data:C2327,2
daren_farmer_000_1_1.pst.1145.xls,Mar:I16,1
benjamin_rogers_000_1_1.pst.12.xls,Raw Data:A27129,2
matthew_lenhart_000_1_1.pst.23.xls,Power Curve:J5,15
phillip_m_love_000_1_1.pst.677.xls,Curves:D15,3
vkaminski_000_1_1_1.pst.174.xls,ZINC:B3288,3
john_lavorato_001_1_1_1.pst.86.xls,Months:F4,1
tracy_geaccone_000_1_1.pst.307.xls,WESTCompare0201:AP7,5
jeff_dasovich_000_1_1_1.pst.91.xls,Sept 22:K80,1
benjamin_rogers_001_1_1.pst.5.xls,Wheatland:Z66,2
gstorey_000_1_1.pst.116.xls,Empress vs Chippewa:H3,17
scott_neal_000_1_1.pst.156.xls,LongTerm1:D20,8
don_baughman_000_1_1.pst.137.xls,Sheet1:C20,2
stacey_white_000_1_1.pst.228.xls,ARG FIRM Port Calc Extract:N47,10
tracy_geaccone_000_1_1.pst.269.xls,Trackers:D45,39
jane_tholt_000_1_1.pst.123.xls,Summary:B185,21
jeffrey_a_shankman_000_1_2.pst.12.xls,APIS:C1263,2
john_griffith_000_1_1.pst.196.xls,NP1265.2:F3,16
daren_farmer_000_1_1.pst.1427.xls,Jan 01 trial:AW14,1
louise_kitchen_000_1_1_1_1.pst.245.xls,Cost Cancel Details:C58,2
barry_tycholiz_000_1_1.pst.77.xls,Sheet1:E5,0
paul_y'barbo_000_1_1.pst.61.xls,76%:D2,3
matthew_lenhart_001_1_1.pst.147.xls,OP.Power Desk Daily Price:B7,1
chris_germany_000_1_2.pst.1047.xls,Sheet2:K602,2
errol_mclaughlin_jr_000_1_1.pst.134.xls,LVPP MTM:B9,1
benjamin_rogers_001_1_1.pst.246.xls,Stratus Report:A15,3
rick_buy_000_1_2_1.pst.28.xls,Replacement Costs:D58,1
vladi_pimenov_000_1_1.pst.2.xls,Raw Data:CU4,7
lynn_blair_000_1_1.pst.181.xls,Aug 13:E2,0
david_delainey_000_1_2.pst.135.xls,balance sheet:I4,2
andy_zipper_000_1_1.pst.20.xls,Deal Detail:A9,9
tracy_geaccone_000_1_1.pst.262.xls,Trackers:D61,7
stacey_white_000_1_1.pst.287.xls,BRA Power:A6,6
andy_zipper_000_1_1.pst.63.xls,DD-ENA:F500,4
matthew_lenhart_001_1_1.pst.152.xls,OP.Power Desk Daily Price:B7,1
benjamin_rogers_000_1_1.pst.204.xls,Wheatland:Z66,2
kevin_presto_000_1_1.pst.473.xls,Q3 2001:C250,2
benjamin_rogers_000_1_1.pst.140.xls,Template:E445,5
stacey_white_000_1_1.pst.216.xls,BRA Power:A6,6
andy_zipper_000_1_1.pst.166.xls,Deal Detail:B9,20
vkaminski_000_1_1_1.pst.216.xls,w5000:B361,45
chris_germany_000_1_2.pst.1075.xls,Sheet2:K231,3
chris_germany_000_1_2.pst.1032.xls,11-99:U11,1
vkaminski_000_1_1_1.pst.24.xls,Analysis:T5,2
daren_farmer_000_1_1.pst.313.xls,thursday:N556,6
lindy_donoho_000_1_1_1.pst.10.xls,WOT by Month thru 2010:H32,2
craig_dean_000_1_1.pst.28.xls,May3:C2,1
larry_may_000_1_1.pst.309.xls,DATA:B3,1
andy_zipper_000_1_1.pst.27.xls,Deal Detail:A9,14
vkaminski_002_1_1_1.pst.10.xls,5a. 7.1:D4,71
drew_fossum_000_1_1.pst.224.xls,Jul:A9,1
chris_germany_000_1_2.pst.162.xls,gatherco:J3,6
vkaminski_000_1_1_1.pst.171.xls,TIN:B3288,5
juan_hernandez_000_1_1.pst.165.xls,Sheet1:C20,2
andy_zipper_000_1_1.pst.138.xls,TRANSACTIONSUMMARYREPORT -1:N4780,6
mike_grigsby_000_1_1_1.pst.250.xls,Months:F4,1
matthew_lenhart_000_1_1.pst.20.xls,Power Curve:J5,21
errol_mclaughlin_jr_000_1_1.pst.23.xls,MAY-2001:J3,2
andy_zipper_000_1_1.pst.83.xls,TRANSACTIONSUMMARYREPORT -1:Q4713,2
tracy_geaccone_000_1_1.pst.428.xls,Americas-ESGVC4:E84,1
jay_reitmeyer_000_1_1.pst.197.xls,Sheet1:A25,4
benjamin_rogers_000_1_1.pst.104.xls,ZONE G OFFPEAK:C7,1
andy_zipper_000_1_1.pst.79.xls,DD-ENA:F500,5
don_baughman_000_1_1.pst.192.xls,Sheet1:C20,1
phillip_allen_000_1_1.pst.302.xls,Raw Data:CB5,5
jane_tholt_000_1_1.pst.186.xls,Sales:C9,3
don_baughman_000_1_1.pst.145.xls,Sheet1:C20,1
don_baughman_000_1_1.pst.102.xls,Sheet1:C20,29
richard_ring_000_1_1.pst.143.xls,Hourly EESI Price Calcs:G21,11
daren_farmer_000_1_1.pst.384.xls,Jan 01 trial:AW14,1
don_baughman_000_1_1.pst.188.xls,Sheet1:C20,1
andrew_lewis_000_1_1.pst.12.xls,Swap:Z3,5
paul_y'barbo_000_1_1.pst.26.xls,76%:D2,3
benjamin_rogers_000_1_1.pst.154.xls,Depreciation:Z46,1
vkaminski_000_1_1_1.pst.289.xls,READDATA:AD6,1
keith_holst_000_1_1.pst.144.xls,FizIndexStart:S63,1
mary_fischer_000_1_1.pst.120.xls,SL1Trends:L32,1
louise_kitchen_001_1_1_1.pst.364.xls,West Power Origination:M21,1
benjamin_rogers_001_1_1.pst.27.xls,Wheatland:Z66,2
mark_haedicke_000_1_2.pst.31.xls,Off-Balance Sheet:S3,2
john_griffith_000_1_1.pst.1000.xls,Spread Option:A11,2
matthew_lenhart_000_1_1.pst.65.xls,DA-ties:V84,1
errol_mclaughlin_jr_000_1_1.pst.71.xls,CC 103833 - Headcount:B31,2
kim_ward_000_1_2.pst.428.xls,Sales:C9,3
tracy_geaccone_000_1_1.pst.306.xls,WESTCompare0201:AP7,5
john_hodge_000_1_1.pst.198.xls,load Info:L1070,2
chris_germany_000_1_1_1.pst.99.xls,Total Reqs:J69,3
vkaminski_001_1_2_1.pst.61.xls,3a. GBM :H7,2
tracy_geaccone_000_1_1.pst.197.xls,EREC-EREC4:E33,2
joe_parks_000_1_1.pst.315.xls,Leg2:F3,16
kevin_ruscitti_000_1_1.pst.155.xls,03_20_00AM:BT499,1
don_baughman_000_1_1.pst.138.xls,Sheet1:C20,1
errol_mclaughlin_jr_000_1_1.pst.133.xls,Surety Bond Annuity:B11,7
vladi_pimenov_000_1_1.pst.73.xls,Sheet1:C1,24
andy_zipper_000_1_1.pst.62.xls,DD-ENA:F500,4
andy_zipper_000_1_1.pst.146.xls,TRANSACTIONSUMMARYREPORT -1:N4780,5
benjamin_rogers_000_1_1.pst.169.xls,Maine Thermal:D100,1
matthew_lenhart_001_1_1.pst.103.xls,OP.Power Desk Daily Price:B7,1
david_delainey_000_1_2.pst.134.xls,balance sheet:I4,1
larry_may_000_1_1.pst.114.xls,SWAPS PAGE:P2,6
vkaminski_000_1_1_1.pst.317.xls,volatility:G595,2
dutch_quigley_000_1_1.pst.210.xls,Swap:D11,8
don_baughman_000_1_1.pst.202.xls,8-1:C20,1
robin_rodrigue_000_1_1.pst.53.xls,PrudCalc:AD7,1
mary_fischer_000_1_1.pst.140.xls,Curtailment Periods - Hourly:Z24,4
louise_kitchen_000_1_1_1_1.pst.246.xls,Cost Cancel Details:C58,3
louise_kitchen_000_1_1_1_1.pst.252.xls,Cost Cancel Details:C58,2
vkaminski_003_1_1_1.pst.73.xls,SpotCurves:F4,7
joe_stepenovitch_000_1_1.pst.15.xls,DATA:F1380,1
john_griffith_000_1_1.pst.146.xls,FGT Z2 Supply:B10,6
vkaminski_000_1_1_1.pst.173.xls,LEAD:B3288,5
daren_farmer_000_1_1.pst.1131.xls,Mar:I16,1
vkaminski_001_1_2_1.pst.100.xls,Forward Curves:C8,9
fletcher_sturm_000_1_1.pst.44.xls,Mar01:C62,4
vkaminski_001_1_2_1.pst.98.xls,Expiration Dates:F9,7
andy_zipper_000_1_1.pst.28.xls,TRANSACTIONSUMMARYREPORT -1:N4780,6
chris_germany_000_1_2.pst.1046.xls,Sheet2:K231,3
don_baughman_000_1_1.pst.193.xls,Sheet1:C20,1
chris_germany_000_1_2.pst.163.xls,gatherco:J3,6
john_griffith_000_1_1.pst.147.xls,FGT Z2 Supply:B10,7
louise_kitchen_000_1_1_1_1.pst.247.xls,Cost Cancel Details:C58,3
craig_dean_000_1_1.pst.35.xls,SelfServeLoads:D24,0
chris_germany_000_1_1_1.pst.84.xls,Total Reqs:J65,3
darron_c_giron_000_1_1_1.pst.194.xls,PRD Location_Def:K3439,6
harry_arora_000_1_1.pst.12.xls,Gas Curves:BV2,2
john_arnold_000_1_2.pst.326.xls,model3:C20,2
harry_arora_000_1_1.pst.130.xls,WorkingData:E3,715
don_baughman_000_1_1.pst.150.xls,Sheet1:C20,1
matthew_lenhart_000_1_1.pst.1.xls,Power Curve:J5,13
matthew_lenhart_001_1_1.pst.145.xls,OP.Power Desk Daily Price:B7,1
kim_ward_000_1_2.pst.383.xls,Sales:C9,2
benjamin_rogers_000_1_1.pst.105.xls,STRIPS:W25,1
lindy_donoho_000_1_1_1.pst.11.xls,WOT by Month thru 2010:H32,2
andy_zipper_000_1_1.pst.78.xls,DD-ENA:F500,5
andy_zipper_000_1_1.pst.167.xls,Deal Detail:B9,21
don_baughman_000_1_1.pst.144.xls,Sheet1:C20,1
don_baughman_000_1_1.pst.101.xls,Sheet1:C20,1
larry_campbell_000_1_1.pst.502.xls,Sheet1:C20,1
don_baughman_000_1_1.pst.187.xls,Sheet1:C20,1
vkaminski_001_1_2_1.pst.62.xls,5b. 7.3:D4,94
andy_zipper_000_1_1.pst.84.xls,TRANSACTIONSUMMARYREPORT -1:N4780,6
chris_germany_000_1_2.pst.208.xls,Jan 01 trial:AW14,2
paul_y'barbo_000_1_1.pst.127.xls,USGT 500616:G12,1
vkaminski_001_1_2_1.pst.159.xls,Escalation:A20,3
stacey_white_000_1_1.pst.279.xls,BRA Power:A6,6
matthew_lenhart_001_1_1.pst.173.xls,OP.Power Desk Daily Price:B7,1
john_arnold_000_1_2.pst.354.xls,WinsTrades:E12,1
robin_rodrigue_000_1_1.pst.199.xls,Months:F4,1
vkaminski_000_1_1_1.pst.23.xls,CashFlow:B3,1
john_lavorato_001_1_1_1.pst.94.xls,CP Trade Data:F3,7
darron_c_giron_002_1_1_1.pst.157.xls,30 Year:J3,9
thomas_martin_000_1_1_1.pst.194.xls,Physical Non EOL (2):C5,1
joe_parks_000_1_1.pst.296.xls,Data:J2,1
andy_zipper_000_1_1.pst.81.xls,DD-ENA:F500,4
tracy_geaccone_000_1_1.pst.198.xls,EREC-EREC4:E33,2
joe_parks_000_1_1.pst.121.xls,Permian Matrix:A186,1
john_griffith_000_1_1.pst.26.xls,Sheet1:E11,4
cooper_richey_000_1_1.pst.30.xls,DATA:F1556,3
andy_zipper_000_1_1.pst.73.xls,DD-ENA:F500,4
jonathan_mckay_000_1_1.pst.113.xls,Normals:C3,5
mike_grigsby_000_1_1_1.pst.108.xls,Power Curve:J5,24
benjamin_rogers_001_1_1.pst.34.xls,Wheatland:Z66,2
larry_may_000_1_1.pst.311.xls,WEST GAMMA:CY2,2
robin_rodrigue_000_1_1.pst.133.xls,swap_model:B9,3
matthew_lenhart_001_1_1.pst.96.xls,OP.Power Desk Daily Price:B7,1
gerald_nemec_000_1_1.pst.11.xls,Cash Flows:B12,5
vkaminski_000_1_1_1.pst.281.xls,Expiration Dates:F9,7
vkaminski_000_1_1_1.pst.176.xls,ALUMINUM_S:B3288,4
jane_tholt_000_1_1.pst.18.xls,Assign To West Contracts:CI10,3
don_baughman_000_1_1.pst.147.xls,Sheet1:C20,1
darron_c_giron_000_1_1_1.pst.165.xls,Run Query:D25,0
andy_zipper_000_1_1.pst.65.xls,DD-ENA:F500,5
benjamin_rogers_001_1_1.pst.50.xls,Debt:E160,3
stacey_white_000_1_1.pst.300.xls,BRA Power:A6,6
lindy_donoho_000_1_1_1.pst.142.xls,WOT by Month thru 2010:H32,2
darron_c_giron_002_1_1_1.pst.149.xls,Christopher-Custodial:E6,3
benjamin_rogers_000_1_1.pst.57.xls,Gas Curves:BV2,1
andy_zipper_000_1_1.pst.88.xls,TRANSACTIONSUMMARYREPORT -1:N4780,5
vkaminski_001_1_2_1.pst.36.xls,RMPM-Whole:I12,1
cooper_richey_000_1_1.pst.29.xls,Results:K5551,2
don_baughman_000_1_1.pst.178.xls,Sheet1:C20,2
kevin_presto_000_1_1.pst.17.xls,CALC:C104,11
keith_holst_000_1_1.pst.68.xls,Data WEI:B2,7
tracy_geaccone_000_1_1.pst.151.xls,Trackers:D61,9
robin_rodrigue_000_1_1.pst.148.xls,Sheet12:R936,6
harry_arora_000_1_1.pst.14.xls,Gas Curves:BV2,1
vkaminski_001_1_2_1.pst.130.xls,Expiration Dates:F9,6
don_baughman_000_1_1.pst.140.xls,Sheet1:C20,1
jonathan_mckay_000_1_1.pst.11.xls,TETCO_TRANSCO:Y86,1
john_arnold_000_1_2.pst.327.xls,F Trades:I22,5
david_delainey_000_1_1_1.pst.3.xls,Income:E4,2
bill_williams_iii_000_1_1.pst.68.xls,22:H6,1
benjamin_rogers_000_1_1.pst.25.xls,Kevin Forecast:E757,41
joe_quenet_000_1_1.pst.17.xls,DATA:F1380,1
mike_grigsby_000_1_1_1.pst.261.xls,Months:F4,1
chris_dorland_000_1_1_1.pst.47.xls,SWAP MODEL:I2,1
benjamin_rogers_000_1_1.pst.42.xls,Kevin Forecast:E757,41
tracy_geaccone_000_1_1.pst.417.xls,Detail:T1,16
sally_beck_002_1_1_1.pst.5.xls,Calculation:X20,55
jonathan_mckay_000_1_1.pst.26.xls,TETCO_TRANSCO:F38,5
benjamin_rogers_001_1_1.pst.155.xls,Maine Thermal:D100,2
don_baughman_000_1_1.pst.186.xls,Sheet1:C20,10
tracy_geaccone_000_1_1.pst.264.xls,Trackers:D45,7
vkaminski_000_1_1_1.pst.26.xls,Analysis:B4,7
jeff_dasovich_000_1_1_1.pst.116.xls,Curves:B10,6
don_baughman_000_1_1.pst.100.xls,Sheet1:C20,1
don_baughman_000_1_1.pst.194.xls,Sheet1:C20,1
louise_kitchen_000_1_1_1_1.pst.254.xls,Cost Cancel Details:C58,1
chris_germany_000_1_2.pst.1111.xls,Chg vs FOM 03-24-00:BT499,2
eric_saibi_000_1_1.pst.598.xls,ERCOT MCP BY INTERVAL:L14,4
don_baughman_000_1_1.pst.205.xls,Individual trades:C104,1
robin_rodrigue_000_1_1.pst.15.xls,Detail:J4400,1
daren_farmer_000_1_1.pst.284.xls,Jan 01 trial:AW14,2
vkaminski_000_1_1_1.pst.257.xls,T09252000.factors:J880,2
andy_zipper_000_1_1.pst.142.xls,TRANSACTIONSUMMARYREPORT -1:N4780,5
mary_fischer_000_1_1.pst.114.xls,Feb 2002:A9,1
robin_rodrigue_000_1_1.pst.157.xls,Detail:J4400,1
don_baughman_000_1_1.pst.132.xls,Sheet1:C20,2
mike_swerzbin_000_1_1.pst.4.xls,GcDDisch_UsgsUsace1029_0901:A25335,5
dutch_quigley_000_1_1.pst.200.xls,Position:Z2,10
robin_rodrigue_000_1_1.pst.270.xls,Sheet9:R936,6
joe_stepenovitch_000_1_1.pst.25.xls,Results:K5551,3
vkaminski_000_1_1_1.pst.2.xls,Curves:BR327,1
daren_farmer_000_1_1.pst.102.xls,Jan 01 trial:AW14,2
elizabeth_sager_000_1_1.pst.103.xls,Top Exposure (2):F500,2
vkaminski_001_1_2_1.pst.131.xls,Expiration Dates:F9,7
jane_tholt_000_1_1.pst.19.xls,Assign To West Contracts:CI10,3
don_baughman_000_1_1.pst.180.xls,Sheet1:C20,1
chris_germany_000_1_2.pst.1062.xls,Sheet2:K231,3
benjamin_rogers_001_1_1.pst.109.xls,Stratus Report:A15,3
benjamin_rogers_000_1_1.pst.7.xls,SPREADS:AC12,0
andy_zipper_000_1_1.pst.64.xls,DD-ENA:F500,4
benjamin_rogers_001_1_1.pst.222.xls,Debt:E160,3
benjamin_rogers_000_1_1.pst.11.xls,STRIPS:W25,1
jim_schwieger_000_1_1.pst.100.xls,NYMEX-PR:A1536,13
darron_c_giron_002_1_1_1.pst.143.xls,Darron:E5,5
matthew_lenhart_001_1_1.pst.158.xls,OP.Power Desk Daily Price:B7,1
joe_parks_000_1_1.pst.218.xls,Jan 01 trial:AW14,1
larry_may_000_1_1.pst.302.xls,WEST GAMMA:CY2,1
vkaminski_000_1_1_1.pst.175.xls,NICKEL:B3288,4
mike_grigsby_000_1_1_1.pst.133.xls,Months:F4,1
andy_zipper_000_1_1.pst.111.xls,Deal Detail:B9,18
andy_zipper_000_1_1.pst.82.xls,Sheet1:C16,1
chris_germany_000_1_2.pst.1044.xls,Sheet2:K288,2
darrell_schoolcraft_000_1_1_1.pst.700.xls,USGT 500616:G12,2
joe_parks_000_1_1.pst.120.xls,Tx Gulf Matrix:A181,1
john_arnold_000_1_2.pst.135.xls,Data-Apr-Sep:C6,3
benjamin_rogers_001_1_1.pst.115.xls,Stratus Report:A15,3
benjamin_rogers_000_1_1.pst.170.xls,Sky River:C60,1
vladi_pimenov_000_1_1.pst.60.xls,Raw Data:CU4,9
don_baughman_000_1_1.pst.195.xls,Sheet1:C20,1
mike_grigsby_000_1_1_1.pst.188.xls,Months:F4,0
chris_germany_000_1_2.pst.161.xls,gatherco:J3,7
jeff_dasovich_000_1_1_1.pst.115.xls,Curves:B10,6
matthew_lenhart_001_1_1.pst.164.xls,OP.Power Desk Daily Price:B7,1
tori_kuykendall_000_1_1_1.pst.122.xls,Sheet1:C1,24
daren_farmer_000_1_1.pst.110.xls,Jan 01 trial:AW14,2
louise_kitchen_000_1_1_1_1.pst.1.xls,Cost Cancel Details:C58,2
andy_zipper_000_1_1.pst.58.xls,DD-ENA:F500,3
larry_campbell_000_1_1.pst.381.xls,Sheet1:E671,3
tracy_geaccone_000_1_1.pst.152.xls,Trackers:D45,7
