fileName,Max Dep Ref,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
Master Close out list 2017-2019- updated-KD 12-20-17 -- AR 03-01-2018.xlsx,2011 Summary Performance:I35,5,0,4,0
PromoDec.xlsx,Sheet2:A15,4,0,2,0
resultsTesting10multi.xlsx,resultsTesting2504:H855,2,0,2,0
Hedge Output.xlsx,Transaction Day mapping:A3,71,1,71,1
69 Census 2011 District Achham.xlsx,Ind06P:E243,1,0,1,0
W2L1_IF_Command_Store-Sales.xlsx,Store Sales:C7361,1,0,1,0
合同管理系统.xlsx,销售合同基本信息:F91,2,0,1,0
1819BTL.r.xlsx,0.0#8.15#8.2025-14#2.5841184954:B2129,11,0,9,0
VAT Gap Model - Excel.xlsx,potential_value_added:BJ4,5,0,5,0
CL4.xlsx,Sheet30:B35,7,0,2,0
Справочник ж.д. путей 05.11.2020.xlsx,Ways:K387,4,0,3,0
Daily Inventory 05-15-18.xlsx,Passive Stock_JT:Q78599,6,0,2,0
or_embeddings_comparison_resolved.xlsx,Sheet2:D11,5,0,5,0
quest_design_JP_myth_01.xlsx,プレイレポート非想定PT:F40,1,0,1,0
2021.02.26 Heterogenous Transmission ChainsV1.xlsx,biter|victim:T204,7,0,5,0
SWMP_Plankton_2020_SrayPRIMERXFORM_042621v2.xlsx,RawData_Jan-Dec_2020:K86,3,0,2,0
Prediction4_3_AL1.xlsx,Sheet2:L27,5,0,4,0
Cilk Final Results_1_Thread.xlsx,100map:B45,1,0,1,0
Kopie von Frank.xlsx,BOM:A6,1,1,1,1
2017_03_10_Soil_Plant_Fert_Data_Combined.xlsx,1998_2008_SoilMerged_2017_03_09:B78,1,0,1,0
2018-lv4-wbs.xlsx,WBS Tree:E62,6,0,6,0
工作簿1 - 副本-20181123112010151.xlsx,不良明细:CBJ5,1,0,1,0
location.xlsx,Nicaragua:E56,1,0,1,0
shoe_data.xlsx,Al Bundy:C14970,2,1,2,1
20200324-進銷存-SF4_Vietnam_Silicom.xlsx,進銷存(總表):N23,1,0,1,0
出行属性.xlsx,Sheet1:M66068,1,0,1,0
US Presidential Results & PVIs by State 1828-2012 (1).xlsx,Overall US Pres Results & PVIs:JJ12,3,0,3,0
allTweets.xlsx,all:A17295,2,0,1,0
jane_tholt__13053__June 12 Proposal Without J4JB in Mcfd.xlsx,Assign To West Contracts:CI10,84,1,62,2
Results_ICAPS21.xlsx,warehouse_96:AN330,1,0,1,0
targets_pubchem.xlsx,Inhibitor annotation:C79,1,0,1,0
test_信号0729_vega敞口2_iv_vega正敞口三分之一_负vega3倍_gamma3倍_65_7天不开.xlsx,PnL:G3,2,0,1,0
benodigde grafieken barometer GJ en wve def data update dec 2012.xlsx,uitacces:A2,1,0,1,0
darrell_schoolcraft__7302__imball0201.xlsx,by type_area:J4,37,1,36,1
Project Data.xlsx,Outcome Based on Goal:C10,4,0,1,0
02_simplified.xlsx,coef_evolutif:P23,3,0,1,0
Accidents.xlsx,Data:AF17,0,0,0,0
mary_fischer__25623__31Y.xlsx,E12.XLS:M33,15,0,15,0
Unit_updateMeBom.xlsx,Material Price:P1,1,0,1,0
2020_IRGEI_03ANT_lite.xlsx,Fuentes puntuales:D1,2,0,1,0
Project Gantt Chart v2.xlsx,GanttChart:D3,108,2,107,2
FQAPEE6自动折弯贴胶机资料.xlsx,直线交点计算:B2,4,0,2,0
Test Runs.xlsx,Test 6:L8,1,0,1,0
el staff coll.xlsx,APRIL2015 TO JAN2016 (4):Q8060,848,10,615,11
OECD.xlsx,AUT:R211,2,0,1,0
relacao_geral_-_vodanet_-_15-06-2012.xlsx,VODANET:C7,2,0,1,0
Datu_apstrade_11kl_programmesana.xlsx,4.uzdevums:F9,2,0,2,0
MLX90640 example data.xlsx,To calculation:B4,64,4,4,4
Prices 2003-2006_Australia.xlsx,Año 2005:E194,1,0,1,0
2.3关键路径.xlsx,Sheet1:H7,9,0,5,0
Gowerton_2014_RainfallComparision.xlsx,NINJA WEATHER:B1684,2,0,2,0
GL_Driver_Safety_Report_ferguson_20211020_161749.xlsx,Report:Y5,1,0,1,0
realme stock 10.08.21.xlsx,Daily Report:I11,7,0,5,0
imdb.xlsx,imdb:B3487,2,0,2,0
Section1All_xls.xlsx,10105 Qtr:FO10,1,0,1,0
PRODUCT_HIERARCHY 2016.05.20f.xlsx,Product_Hierarchy:K4636,1,0,1,0
Bauer_2011.xlsx,layer:J45,1,0,1,0
Demo_1.xlsx,10. Volatility:B15,9,0,6,0
SAM-0.1 OR30x100-0.50_8 dataset analysis.xlsx,State026:B88,6,0,1,0
GPSC_macro_size_2017.11.16new.xlsx,Polychaeta:M205,2,0,1,0
九点照度测试SOP.xlsx,九点照度测试-8:D33,1,0,1,0
Scripps_150_JR_2013-01-25.xlsx,Assay Definition:A758,1,0,1,0
605ed6256e68b.xlsx,Province:A43,1,0,1,0
11301_个别报表_2019年度_北京金科_V0.1-合并版.xlsx,未审报表分析:D32,22,0,14,0
StarterBook_Homework_SMP.xlsx,New Sheet & Bonus:B9,6,0,3,0
RF_num_trees.xlsx,Sheet1:FA309,0,0,0,0
工作簿1-20181123094550369.xlsx,不良明细:CBJ5,1,0,1,0
GEW.2012.JML.xlsx,E2 ISR raw data:C10931,1,0,1,0
PATCOOL_Board_Wiring_Interfacev4.xlsx,Sheet1:F23,1,0,1,0
gaslines_model_public.xlsx,Transect:A9,263,126,4,127
Tio Cash Master 1400 Find Ratio of Star-fam.xlsx,1405 fam19 ratio:C5,11,0,4,0
Dataset 1 - RAWS and Veer - 01.xlsx,Levels:C2,30,0,10,0
Volume 5.xlsx,Volume 5:A8945,1,0,1,1
realme stock 02.09.21.xlsx,Report:E6,7,0,5,0
industry_steel_cyclonefurnace_bof_production.xlsx,Research data:J13,3,0,2,0
工作簿1-20181122170147433.xlsx,不良明细:CBJ5,1,0,1,0
med4-rl-spider45-dno-peptides.xlsx,PTMs:A356175,7,0,2,0
36-4f54e4360dc6fd7070026565f3bbea16-1327968647.xlsx,formulario P-2011:T33,4,0,3,0
SunlightCalculator.xlsx,Arkusz2:P4,9,0,2,0
co-2015-vr-12.xlsx,Gender & Status:E13,2,0,2,0
Tháng 06.xlsx,PV - 150.000:G14,6,0,6,0
keyref-jaws-nvda-voicover.xlsx,JAWS+NVDA+VOICEOVER:B62,2,0,1,0
Richness_Ephemeroptera_Plecoptera_Allgenera.xlsx,Dørålseter (Dovre):H15,2,0,2,0
countytractfiles.xlsx,Sheet1:A6009,2,0,1,0
mercury1650pt.xlsx,siptm:BB918,0,0,0,0
Pezzini2016_SHSY5Ycelldiff_DE_table.xlsx,P<0.01_2FC:D1119,1,0,1,0
CarsMaintenance.xlsx,Sheet1:B5,5,0,5,0
robin_rodrigue__33343__Conversion.xlsx,Sheet1:B2201,1,0,1,0
Solution_lesson_2.xlsx,All:G144984,1,0,1,0
MensTennisRPI.xlsx,RPI:H3,1,0,1,0
NaiveBayesText-Expl.xlsx,English:C43,1,0,1,0
Adobe CommonSize.xlsx,Consolidated Statements of Inco:C6,6,0,5,0
Coding Task.xlsx,Coding:AM9393,2,0,1,0
JSON用attrib自動生成.xlsx,因子:B1,1,0,1,0
Penske CellComm Progress Tracking (1).xlsx,Implement Status:B131,2,0,2,0
20150429_PostElectionsAnalysis_NOMIS_DDJ_DecisionTreeData.xlsx,2010 results:B651,2,0,1,0
greige provision.xlsx,Final:Y5,5,0,5,0
main.xlsx,1m:B4816,6,0,2,0
30_70_2ptGuided.xlsx,Sheet1:I255,2,0,2,0
MasterTestData.xlsx,Algo Format:M5,21,0,21,0
Table_for_Geocoder_GO.xlsx,Table_for_Geocoder_GO:E7291,1,0,1,0
Excel_Assignment_6_Many-Sums-Sample-Data.xlsx,Sample Data:H4,3,0,3,0
laravel-excel-pHiphRYQehFmyMFXNhGtW1U1dRBETAXc.xlsx,ALL:A2162,2,0,1,0
transport_truck_using_compressed_natural_gas.converter.xlsx,Notes:G90,6,0,4,0
SAM-0.2 OR30x100-0.75_4 dataset analysis.xlsx,State026:B88,6,0,1,0
NaturalFlows1906-2015.xlsx,AnnualWYTotal Natural Flow:Y58,1,0,1,0
DPS Calculator - Ninja.xlsx,Weaponskill:B543,1024,302,1024,303
BBG_Security_Application_User_List_v5_1.xlsx,Position:BF5,1,0,1,0
EUR_DEMO_CurvesBootstrapping2.xlsx,EURON:E1,3,0,3,0
BaoGia2_24112016.xlsx,QR 5@:D18,8,0,8,0
usdjpy_opt1.xlsx,Sheet1:C996845,1,1,1,1
Quizzes_17.2_17.3.xlsx,Quiz 17.3:D1,26,0,15,0
NUTS2021.xlsx,Coastal regions:F5,1,0,1,0
Spreadsheet_Challenge_V2.xlsx,pivot (5):G18,7,0,7,0
REMISIONES----OBRADOR---A G O S T O      2016.xlsx,REMISIONES ABRIL  2016  :B3,1,0,1,0
工作簿1-20181122154759510.xlsx,不良明细:CBJ5,1,0,1,0
chris_germany__2628__CES Invoice Jan2000.xlsx,SD's Chris to Unify  Recon:AN227,0,0,0,0
Group_Allocator.xlsx,Student_Data:E366121,4,0,4,0
P_Gh_T_S.xlsx,Sheet1:C1003,2,0,2,0
8.THẺ KHO- STOCK CARD 13.06.2020.xlsx,Thẻ kho:E13,4,0,2,0
all cases and contacts 2021-07-01.xlsx,summary:C599,30,1,23,1
vkaminski__40662__RC0826_WJK_0921.xlsx,Detail:I352,128,1,11,1
PLAN_ORÇAMENTO DCP MODELO.xlsx,PLAN ESP:T22,11,0,8,0
-1432056791.xlsx,data:B8651,4,0,3,0
data_problem.xlsx,PVs:B5,2,0,1,0
EST_TRANS.xlsx,DATOS:B10219,1,0,1,0
ENCERTICUS_Programme_Matrice_V4_2014_S23.xlsx,2_CHAUFFAGE:C22,12,0,4,0
Sutrons_Pacings worksheet_Storm1.xlsx,Sheet10:A1,1,0,1,0
2011_Pioneer_AVR_IP_&_RS-232_USA Models_8.6-1.xlsx,commands list:L8,24,0,24,0
currentRackDeliveryPlan.xlsx,Rack Delivery Plan:U2042,1,0,1,0
p9453_0119.xlsx,מניות:L11,5,0,5,0
Region_NE.xlsx,Daily Charts:B368,1,0,1,0
Situk 1988-2021 95%_MissFill--Heinl--17_Dec_2021.xlsx,WhatWasMissed_4Day:U118,3,0,1,0
LLC-RESONANT-HALF-BRIDGE-CONVERTER-DESIGN-TOOL-FOR-FAN7688 - 750315915.xlsx,Sheet3:A7,3,0,2,0
plane_based_Observations.xlsx,Sheet6:E24,4,0,4,0
summer project.xlsx,Sheet1:AJ6,0,0,0,0
Data_for_ML.xlsx,Yangon_Covid_active_cases:H198,2,0,1,0
Optimization (Monthly)- Cons. Disc..xlsx,Analysis:D20,8,0,5,0
CAR_FORMULARIO_OFFILINE.xlsx,Dashboard:B997,3,0,1,0
mary_fischer__25393__yr 2001 Commissioning Summary 2-26-02.xlsx,Feb 2002:A9,593,34,583,35
KBandFilter.xlsx,20GHZ:E926,1,0,1,0
SSV1b_TimeRange.xlsx,Sheet1:P2,1,0,1,0
California Correlation Weekly (export).xlsx,Cases+Deaths:I4,1,0,1,0
ecosystems_calculations_20211130.xlsx,0107:D66,21,0,2,0
2019-05-10-1102_empty_racir.xlsx,Measurements:E13,20,0,5,1
GL_Driver_Safety_Report_ferguson_20211022_151701.xlsx,Report:Y5,1,0,1,0
freezeExample.xlsx,Sheet:C22908,1,0,1,0
Residents_Aggregated.xlsx,Summary:I56,2,0,2,0
GLC Inflation month end data_1979 to 15.xlsx,1. fwds- short end:B4,3,0,2,0
02-2017 ST Giant.xlsx,VPP Giant 02-2017:P23,6,0,2,0
Domestic_Q1_Q4_2015_Central.xlsx,ลพบุรี:MM2,0,0,0,0
AfDD_2022_TradeStats - Export regions (time series).xlsx,OECDGraphCopy:U28,1,0,1,0
ltc.xlsx,dash:B981,5,0,3,0
DP_ speed_and_formulas.xlsx,Jedna stránka:F15,4,1,4,1
TestTable.xlsx,Таблица по выездам:AE403,0,0,0,0
Trabalho de OP - Mayta S Custodio.xlsx,matriz e solver:G13,2,0,2,0
20204-0.xlsx,Calcu_ADJ:G3,63,1,33,1
dist.xlsx,triangular:F2,2,0,2,0
LouisvilleMetro_Covid-19_Data_November172020.xlsx,Mann-Kendall Trend Tests - BETA:A55,7,0,5,0
StandardNormalDistribution.xlsx,PDF(ProbabilityDistributionFunc:D24,4,0,2,0
DASCUCINPUT1.xlsx,RESERVECOST:B39,1,0,1,0
2-8-2019.xlsx,Summary:B3,1,0,1,0
dataExam2016.xlsx,GARCH:B75,1,0,1,0
EUR_DEMO_CurvesBootstrapping.xlsx,EURON:E1,3,0,3,0
test-answer-epsilon.4-2.xlsx,test-answer:B23,1,0,1,0
Ag Sankey.xlsx,data to plot - old:E16,2,0,1,0
ujian tahfidz dicetak.xlsx,ujian:A9,3,0,3,0
LucasBouissa_1_Lucas1.xlsx,No modificar!!:C35,39,0,16,0
Data_original.xlsx,e:Z14,1,0,1,0
REPORTE_MENSUAL_mes_de_abril_JAVIER_2.xlsx,RMI - ABRIL 2017:T21,4,1,1,1
VQAT_Stock forecast for each and all stores.xlsx,MOQ-306:BC10,0,0,0,0
unicorns_data_and_graphs.xlsx,Raw:A25,4,0,4,0
60604ca90abd1.xlsx,Province:B7,1,0,1,0
KickstarterCampaignAnalysis.xlsx,Sheet1:E3021,2,0,1,0
4.2012.xlsx,ფორმა N 8.1:C17,4,0,1,0
Ranking_2020-11-19.xlsx,avrange of n:AG973,1,0,1,0
工作簿1-20181123094550279.xlsx,不良明细:CBJ5,1,0,1,0
All London 2012 athletes.xlsx,ALL ATHLETES:K9909,1,0,1,0
datacite_template_20200424_test.xlsx,metadata:A78,10,0,2,0
abundance data.xlsx,Protein groups:AA6263,0,0,0,0
AllDataSpacing.xlsx,Raw Data:M4219,1,0,1,0
FirstLink - Copy 2.xlsx,logt via t:A4,9,0,5,0
Enhanced_0-level_11-4-2016.xlsx,Sheet1:A17,498,198,498,199
5_4_합성곱신경망.xlsx,학습:E16,1634,98,770,99
all-geocodes-v2018 (1).xlsx,v2018geocodes:G7903,2,0,1,0
EDA.xlsx,training:C6273,10,1,4,1
Tio Cash Master 1450old Find Ratio Graph sq and ratio all shaded inverse curve.xlsx,1450 find sq ratio all :I5,5,1,2,1
控制图.xlsx,输入:C11,2,0,1,0
reference10_0.xlsx,Sheet0:B1011,1,0,1,0
20190614 154055 Cut 2 效益.xlsx,多點斷筋:W305857,4,0,3,0
ENE-2016-facturacion-asistencia-tecnica.xlsx,Convenio:D2,2,0,1,0
DegreeAnalysis.xlsx,Sheet1:H23,2,0,2,0
prototipo.xlsx,Hoja1:Y358,2,0,1,0
Data_Tomate.xlsx,Data_supp_table1Belouah2019:L129,1,0,1,0
代码自测结果表_陈秋明.xlsx,代码自测结果表:E15,2,0,2,0
updatedProduceSales.xlsx,Sheet:C22908,1,0,1,0
FY 2018-2019 Weekly Placements-Returns-Reconciliation Tracker.xlsx,Dailies Summary:C100,312,3,312,3
LR4-2.xlsx,Задание 3:A2,31,0,12,0
relacao_geral_-_vodanet_-_08-05-2013.xlsx,Faturamento:H391,1,0,1,0
top100work_directors.xlsx,sheet3:C13,1,0,1,0
Real-Statistics-Examples-ANOVA-1.xlsx,Anova Resamp 1:T6,6,0,4,0
basecase.xlsx,Timeseries:F7487,1,0,1,0
Analysis_Final.xlsx,Graphs_RETURNS COMPARISON:O218,11,1,10,1
sampleDistanceCalculations.xlsx,_fit235754964:D36,4,0,3,0
熱収支 (最終) .xlsx,日射:F4,18,0,17,0
St. Agnes Hospital.xlsx,CDM:J29,2,0,1,0
data_banknote_authentication.xlsx,Data:M2,12,0,6,0
DMS(Data Matching Schedule)_R0(Seq2)_220110.xlsx,Gutters:AB86,0,0,0,0
INSERTAR CLIENTES JMURCIA Y GMONTEALEGRE.xlsx,INSERT MUNICIPIO:C203,1,0,1,0
ListBetweenTwoDates.xlsx,Report:D3,2,0,2,0
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021leden15.xlsx,Výskyt COVID-19 KRAJE:D23,10,0,6,0
KPMG_file.xlsx,NewCustomerList:W368,3,1,1,1
SolicitudGrafica_CN_11_04_CO_REC150.xlsx,Solicitud gráfica:G4,5,0,5,0
Livrable_3-A2_CPi_MdF_Correction_v2.xlsx,Calculs Généraux:G8,19,1,12,1
SSC_grab_samples.xlsx,Grab_raw_input:D501,9,0,6,0
Stock 26.07.20.xlsx,Target & Achivement:D13,54,1,27,1
NAP_XTKB_UNI.xlsx,dt_mh_config:AJ519,0,0,0,0
Empoyee Master.xlsx,Corrections July 2019:C86,1,0,1,0
Input data.xlsx,Sheet2:Q2060,7,0,2,0
Stock 09.03.20.xlsx,Target & Achivement:D6,54,0,27,1
søknad_03_pisk_regnskap_v16.xlsx,REGNSKAP:CE42,3,0,3,0
0to20.xlsx,DE:C7,1,0,1,0
1641177248Patrick Kenney - Amazing Products Sold (SFBA) - $40K - Women's Apparel - 8_23_21.xlsx,Sheet1:D511,8,0,4,0
exam_3.xlsx,Problem 4:D20,21,1,12,1
02-06-2018_104146Đề nghị mua của TPB theo danh sách từ ngày 16 - 31.01.2018-1.xlsx,Đề nghị mua hàng:C17,2,0,2,0
big+troubles.xlsx,Action List:T26,18,0,11,0
MER_DataElements_Public.xlsx,de_currnames_namechange:B2,1,0,1,0
SAM-0.05 OR5x100-0.75_6 dataset analysis.xlsx,State026:B66,6,0,1,0
StarterBook - tk06.xlsx,Formatted Data:N671,2,0,1,0
comuni_italiani.xlsx,comuni_italiani:E7545,1,0,1,0
2014.12 Thermal Decay .xlsx,Three Fourths 2pt:F7,9,0,5,0
WM3796_LT_timeseries_normalization.xlsx,WM3022_LT_timeseries_scaled:D33629,5,0,1,0
NH2012Trends_orig.xlsx,data_harmonization:B363,6,0,3,0
part 4.xlsx,Prob 23:L2265,11,0,7,0
Burnham Center for Chemical Genomics_edited_20121217_Ian_for_upload.xlsx,Assay Definition:A198,3,0,1,0
Cap 04_Censo SUAS 2017 RH_Final_V3.xlsx,CDIA Gráfico 5_OK:B4,6,0,5,0
RMS-RA数据核对2017-03-18.xlsx,RMS-RA数据核对:E17,7,0,5,0
realme stock 03.08.21.xlsx,Daily Report:I11,7,0,5,0
LLE_2040_2070.xlsx,Llei_HADGEM:B351,1,0,1,0
olist_groups1.xlsx,growths:C3,7,0,3,0
机器订单_2020-06-16.xlsx,订单:V8,5,0,5,0
darrell_schoolcraft__7837__ONEOKRECAP2001.xlsx,July 01:A6,3,0,2,0
Master Security Classification.xlsx,Passive Allocation:P3,17,0,5,0
lisa_gang__22349__EES_Schedule.xlsx,EES-Schedule day 1:G11,14,0,14,0
Bleaching Data MAP Final.xlsx,Sheet1:H458,1,0,1,0
Queue-2mill-1024-prod.xlsx,Queue-2mill-1024-prod:A10585,1,0,1,0
MacIC-Portfolio-V1-Jan-28-2017.xlsx,Portfolio Metrics:J4,10,1,6,1
Empirical+proof+of+standard+deviation.xlsx,Std Dev:BZ38,13,0,11,0
robin_rodrigue__33371__FTCan_Gas_Bench.xlsx,Detail:E1797,1,0,1,0
Victory_Frederick_CapstoneProject 1.xlsx,Orders:C702,1,0,1,0
frank_ermis__11186__West NatGas Prices 1112.xlsx,CurveFetch:E2,30,0,1,0
