fileName,Max Dep Ref,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
john_zufferli_000_1_1.pst.99.xls,Sheet1:I18,3,0,3,0
phillip_allen_000_1_1.pst.16.xls,Sheet1:F4,7,0,7,0
michelle_lokay_000_1_2_1.pst.120.xls,Sheet1:I15,16,0,8,0
kim_ward_000_1_2.pst.382.xls,Sheet1:C9,10,0,5,0
lisa_gang_000_1_1.pst.225.xls,Spreadsheet:I1,5,0,5,0
kevin_presto_000_1_1.pst.272.xls,NPCC:H11,2,0,2,0
vkaminski_000_1_1_1.pst.274.xls,calcs:AB17,0,0,0,0
phillip_m_love_000_1_1.pst.321.xls,Orig Sched:N17,5,0,4,0
darrell_schoolcraft_000_1_1_1.pst.100.xls,by type_area:G4,35,0,34,0
jonathan_mckay_000_1_1.pst.149.xls,ECC -ED Buy:B10,12,0,8,0
chris_germany_000_1_2.pst.435.xls,CGAS:M6,22,0,20,0
kevin_presto_000_1_1.pst.236.xls,Summary:L34,20,1,15,1
benjamin_rogers_001_1_1.pst.223.xls,SOURCEDATA:C13,7,0,2,0
michelle_lokay_000_1_2_1.pst.22.xls,NW:AB5,4,0,4,0
phillip_platter_000_1_1.pst.21.xls,EES-Schedule day 1:F60,10,0,9,0
eric_linder_000_1_1.pst.0.xls,3-27:S8,3,0,2,0
robin_rodrigue_000_1_1.pst.134.xls,GRMS Detail:AF110,0,0,0,0
randall_gay_000_1_1.pst.10.xls,Sheet1:B26,3,0,2,0
darron_c_giron_000_1_1_1.pst.318.xls,FEB 99:H12,3,0,3,0
keith_holst_000_1_1.pst.144.xls,FizIndexStart:S63,3,0,3,0
daren_farmer_001_1_1.pst.1066.xls,DELV SUMMARY:A8,1,0,1,0
scott_neal_000_1_1.pst.686.xls,Sheet1:E32,84,1,51,1
geir_solberg_000_1_1.pst.7.xls,MAY(14):W34,7,0,4,0
phillip_allen_000_1_1.pst.150.xls,Sheet1:B31,7,0,6,0
john_hodge_000_1_1.pst.198.xls,load Info:L1070,8,0,4,0
chris_germany_000_1_2.pst.1119.xls,Eff Apr '00:C5,5,0,4,0
kevin_ruscitti_000_1_1.pst.155.xls,03_20_00AM:BT499,0,0,0,0
sally_beck_000_1_1_1_1.pst.431.xls,2000:B9,5,0,5,0
errol_mclaughlin_jr_000_1_1.pst.176.xls,Jun Deals:L136,3,0,2,0
richard_shapiro_001_1_2.pst.200.xls,Sheet1:D16,3,0,3,0
lynn_blair_000_1_1.pst.63.xls,May 01:A6,3,0,2,0
matt_motley_000_1_1_1.pst.31.xls,Filter Peak:B1,1,0,1,0
louise_kitchen_000_1_2_1.pst.185.xls,E-Next Equipment Balances:E10,5,0,5,0
daren_farmer_000_1_1.pst.205.xls,BMSPT066:A8,44,0,28,0
andy_zipper_000_1_1.pst.103.xls,PHYSICAL:H11,5,0,4,0
john_arnold_000_1_2.pst.125.xls,NYMEX:D256,1,0,1,0
joe_parks_000_1_1.pst.386.xls,available capacity:B29,2,0,2,0
joe_stepenovitch_000_1_1.pst.15.xls,DATA:F1380,2,0,1,0
tracy_geaccone_000_1_1.pst.448.xls,2002 Plan:T26,3,0,3,0
andrea_ring_000_1_1.pst.15.xls,February 2000:C23,9,0,4,0
don_baughman_000_1_1.pst.193.xls,Sheet1:C20,37,0,17,0
lisa_gang_000_1_1.pst.50.xls,APRIL (17):R23,10,0,7,0
jeffrey_a_shankman_000_1_2.pst.210.xls,Large C&I (ABX1 43):P46,162,2,49,2
tracy_geaccone_000_1_1.pst.282.xls,nng0801:G8,15,0,8,0
chris_germany_000_1_1_1.pst.84.xls,Total Reqs:J65,251,4,127,5
vkaminski_000_1_1_1.pst.217.xls,Allocations:T4,6,0,6,0
kam_keiser_000_1_1.pst.68.xls,Basis&Index:E185,1,0,1,0
chris_stokley_000_1_1.pst.171.xls,Sheet1:A3,1,0,1,0
andrea_ring_000_1_1.pst.42.xls,Sheet1:E34,3,0,3,0
monika_causholli_000_1_1.pst.131.xls,Sheet1:H11,4,0,3,0
matthew_lenhart_000_1_1.pst.1.xls,Power Curve:J5,3892,567,1123,570
tracy_geaccone_000_1_1.pst.361.xls,Format:L14,55,0,55,0
gerald_nemec_000_1_1.pst.260.xls,Kennedy:F24,16,0,9,0
phillip_m_love_000_1_1.pst.184.xls,Orig Sched:N17,5,0,4,0
darrell_schoolcraft_000_1_1_1.pst.323.xls,Feb 02:A6,2,0,1,0
drew_fossum_000_1_1.pst.232.xls,Sheet1:F23,3,0,2,0
john_hodge_000_1_1.pst.160.xls,ENRON (MARCH AND SEPT):E16,14,1,8,1
jay_reitmeyer_000_1_1.pst.19.xls,11-01 #7010:C20,2,0,2,0
phillip_allen_000_1_1.pst.666.xls,Sheet1:C368,4,1,3,1
bill_williams_iii_000_1_1.pst.3.xls,5-11:S8,3,0,2,0
don_baughman_000_1_1.pst.101.xls,Sheet1:C20,37,0,17,0
lisa_gang_000_1_1.pst.23.xls,LOSSES:C16,3,0,2,0
jonathan_mckay_000_1_1.pst.361.xls,TETCO STX:C10,6,0,4,0
andy_zipper_000_1_1.pst.84.xls,TRANSACTIONSUMMARYREPORT -1:N4780,4,0,3,0
darrell_schoolcraft_000_1_1_1.pst.573.xls,1001:J7,10,1,8,1
phillip_platter_000_1_1.pst.59.xls,EES-Schedule day 1:F60,11,0,10,0
phillip_m_love_000_1_1.pst.679.xls,Basis:K7663,2,0,2,0
jeffrey_a_shankman_000_1_2.pst.131.xls,Week #16:G23,10,0,6,0
scott_neal_000_1_1.pst.134.xls,STOR951:D13,13,0,4,0
theresa_staab_000_1_1.pst.163.xls,IMBALANCE:J11,14,0,14,0
daren_farmer_000_1_1.pst.1119.xls,BAMMEL:C15,20,0,19,0
darrell_schoolcraft_000_1_1_1.pst.652.xls,Sheet1:F27,3,0,3,0
darrell_schoolcraft_000_1_1_1.pst.402.xls,Igncomb:G26,14,0,8,0
andy_zipper_000_1_1.pst.130.xls,PHYSICAL:H11,5,0,4,0
john_lavorato_001_1_1_1.pst.51.xls,Summary Sheet:C6,4,0,4,0
robin_rodrigue_000_1_1.pst.199.xls,Months:F4,4,0,2,0
jeff_dasovich_000_1_1_1.pst.49.xls,SCE DWR bond sizing:C5,13,0,4,0
daren_farmer_001_1_1.pst.1057.xls,JAN 00:D7,1,0,1,0
sally_beck_001_1_1_1_1.pst.295.xls,Sheet1:C5,1,0,1,0
kay_mann_000_1_1.pst.24.xls,Sheet1:E9,2,0,1,0
daren_farmer_001_1_1.pst.1251.xls,Mar 00:K95,3,0,3,0
richard_shapiro_001_1_2.pst.130.xls,Sheet1:I7,4,0,3,0
tracy_geaccone_000_1_1.pst.49.xls,2002 Plan:T26,3,0,3,0
sara_shackleton_000_1_2.pst.256.xls,Momma Credit Form :I29,3,0,3,0
tori_kuykendall_000_1_1_1.pst.91.xls,Basis:B8,47,0,8,0
jim_schwieger_000_1_1.pst.108.xls,Comparison to Prior Periods:G34,17,0,12,0
peter_keavey_000_1_1.pst.238.xls,Reported:G67,1,0,1,0
scott_neal_000_1_1.pst.979.xls,unvested:E8,37,0,21,0
kim_ward_000_1_2.pst.425.xls,Sheet1:G89,1,0,1,0
elizabeth_sager_000_1_1.pst.83.xls,PEAK + OFF PEAK:J176,7,1,4,1
barry_tycholiz_000_1_1.pst.32.xls,Sheet1:K7,12,0,6,0
larry_campbell_000_1_1.pst.504.xls,Calculator:F2,1,0,1,0
sally_beck_001_1_1_1_1.pst.198.xls,Sum Nov 1 to 8:C38,2,0,1,0
mark_taylor_001_1_1.pst.197.xls,Sheet1:O10,3,0,2,0
mark_taylor_001_1_1.pst.70.xls,Summary by Crop & Issue Date:F8,10,0,7,0
benjamin_rogers_000_1_1.pst.57.xls,Gas Curves:BV2,0,0,0,0
vkaminski_000_1_1_1.pst.265.xls,Calculation:V11,2,0,2,0
marie_heard_000_1_1.pst.10.xls,Momma Credit Form :I29,3,0,3,0
benjamin_rogers_000_1_1.pst.130.xls,Answers:G102,7,0,5,0
vkaminski_001_1_2_1.pst.36.xls,RMPM-Whole:I12,469,4,318,4
louise_kitchen_001_1_1_1.pst.299.xls,Sheet1:N17,1,0,1,0
jeff_dasovich_000_1_1_1.pst.50.xls,Sheet1:B8,1,0,1,0
robert_badeer_000_1_1.pst.107.xls,VaR:O39,3,0,3,0
scott_neal_000_1_1.pst.700.xls,Sheet1:E35,94,1,56,1
chris_germany_000_1_2.pst.160.xls,CNG:L2,90,1,74,1
joe_parks_000_1_1.pst.233.xls,VAR:G1,27,0,4,0
richard_sanders_000_1_1_1.pst.95.xls,TIMES:M197,6,0,2,0
sally_beck_000_1_1_1_1.pst.150.xls,Sheet1:A4,1,0,1,0
frank_ermis_000_1_1.pst.102.xls,10_30_01:I279,4,0,4,0
chris_dorland_000_1_1_1.pst.47.xls,SWAP MODEL:I2,35,0,19,0
errol_mclaughlin_jr_000_1_1.pst.322.xls,RSXNSUMo:N28,2,0,2,0
sally_beck_002_1_1_1.pst.5.xls,Calculation:X20,2,0,1,0
chris_germany_000_1_2.pst.1173.xls,FOM Chg vs 04-24FOM:L278,1,0,1,0
jay_reitmeyer_000_1_1.pst.203.xls,Physical Fixed Price Report_092:I125,4,0,4,0
darrell_schoolcraft_000_1_1_1.pst.262.xls,22:C9,7,0,3,0
kevin_ruscitti_000_1_1.pst.128.xls,March 00:B4,1,0,1,0
scott_neal_000_1_1.pst.835.xls,Sheet1:E31,73,0,44,1
tracy_geaccone_000_1_1.pst.264.xls,Trackers:D45,745,10,80,10
jeff_dasovich_000_1_1_1.pst.116.xls,Curves:B10,43,1,18,1
barry_tycholiz_000_1_1.pst.71.xls,Orig Sched:N17,4,0,3,0
thomas_martin_000_1_1_1.pst.227.xls,Sheet1:F19,5,0,1,0
stacey_white_000_1_1.pst.218.xls,Power Desk Daily PriceA:B9,3,0,3,0
darron_c_giron_002_1_1_1.pst.416.xls,June 2001:E9,20,0,9,0
rick_buy_000_1_2_1.pst.22.xls,West - Fund:M17,21,0,17,0
lisa_gang_000_1_1.pst.270.xls,BASE GENERATION FORECAST:C10,1,0,1,0
daren_farmer_000_1_1.pst.311.xls,Cali Temp Forecast:G45,20,2,5,2
craig_dean_000_1_1.pst.34.xls,Frontera:E75,4,0,4,0
daren_farmer_000_1_1.pst.1216.xls,Offshore- S. Tx- Arklatex- G.C.:C51,10,0,6,0
darron_c_giron_000_1_1_1.pst.222.xls,DiffDates:B9,2,0,2,0
lisa_gang_000_1_1.pst.304.xls,Scheduling:AJ5,0,0,0,0
chris_germany_000_1_1_1.pst.146.xls,Sheet1:E22,6,0,5,0
jeff_dasovich_000_1_1_1.pst.97.xls,Week #11:G23,11,0,5,0
sally_beck_000_1_1_1_1.pst.237.xls,1999:L7,17,1,7,1
kevin_presto_000_1_1.pst.290.xls,NPCC:H11,2,0,2,0
paul_y'barbo_000_1_1.pst.42.xls,LNG:J4,114,2,74,2
andy_zipper_001_1_1.pst.346.xls,Asian Stip Example:C6,3,0,2,0
mark_haedicke_000_1_1_1.pst.10.xls,Sheet1:H11,3,1,3,1
benjamin_rogers_000_1_1.pst.48.xls,ECAR:V216,6,0,4,0
jason_wolfe_000_1_1.pst.150.xls,PowerPrices:BR5,10,0,10,0
lynn_blair_000_1_1.pst.162.xls,Oct01:Q2,68,3,68,3
kim_ward_000_1_2.pst.391.xls,EPNG-spreadsheet:C24,20,0,14,0
chris_stokley_000_1_1.pst.89.xls,Sheet1:C72,3,0,3,0
mary_fischer_000_1_1.pst.137.xls,ETS - Grid Downtime:D9,2,0,1,0
theresa_staab_000_1_1.pst.154.xls,CIG  WKST:K68,64,1,47,1
larry_campbell_000_1_1.pst.108.xls,Koch Pipelines:I7,11,0,11,0
darrell_schoolcraft_000_1_1_1.pst.537.xls,Sheet1:G15,3,0,3,0
chris_dorland_000_1_1_1.pst.56.xls,Dorland Aeco Forecast:F6,12,0,10,0
chris_stokley_000_1_1.pst.162.xls,Automated Charge Types:A70,18,0,14,0
scott_neal_000_1_1.pst.143.xls,Sheet1:B1,10,0,5,0
joe_parks_000_1_1.pst.435.xls,Bridgeline DPR2:M12,15,0,7,0
chris_germany_000_1_1_1.pst.93.xls,Sheet1:C10,5,0,5,0
sally_beck_001_1_1_1_1.pst.450.xls,Staffing Details - Summary:L10,3,1,3,1
frank_ermis_000_1_1.pst.120.xls,CurveFetch:E2,30,0,1,0
mike_grigsby_000_1_1_1.pst.251.xls,Months:F4,4,0,2,0
darrell_schoolcraft_000_1_1_1.pst.722.xls,Sheet1:G15,3,0,3,0
larry_campbell_000_1_1.pst.648.xls,Feb OPP:L20,9,0,3,0
lisa_gang_000_1_1.pst.299.xls,Scheduling:AJ5,0,0,0,0
michelle_cash_000_1_1_1.pst.71.xls,Non-Commercial Scorecard:J11,1,0,1,0
kam_keiser_000_1_1.pst.279.xls,support for reclass of ENA:I15,7,0,7,0
james_steffes_000_1_1.pst.241.xls,all sellers data:L8,3,1,2,1
john_griffith_000_1_1.pst.518.xls,Sheet1:D4,37,1,31,1
sally_beck_001_1_1_1_1.pst.497.xls,Sheet1:B2,4,0,2,0
jeff_dasovich_000_1_1_1.pst.204.xls,Sheet1:B10,39,1,12,1
lisa_gang_000_1_1.pst.173.xls,BASE GENERATION FORECAST:C10,1,0,1,0
mark_taylor_000_1_1.pst.130.xls,EOL New Products:A9,1,0,1,0
darrell_schoolcraft_000_1_1_1.pst.208.xls,02-(01):D10,5,0,2,0
kate_symes_000_1_1.pst.41.xls,Fri-Sat:Q5,1,0,1,0
mary_fischer_000_1_1.pst.10.xls,300-330 deg.:G4,1,0,1,0
lynn_blair_000_1_1.pst.72.xls,Sheet1:H8,3,0,2,0
tracy_geaccone_000_1_1.pst.352.xls,page 2:M10,4,0,3,0
jeffrey_a_shankman_000_1_2.pst.187.xls,Summary:C55,54,1,23,1
daren_farmer_000_1_1.pst.1313.xls,Offshore- S. Tx- Arklatex- G.C.:C51,10,0,6,0
daren_farmer_001_1_1.pst.1242.xls,GPPP:B16,2,0,1,0
daren_farmer_000_1_1.pst.1399.xls,Offshore- S. Tx- Arklatex- G.C.:C60,15,0,10,0
daren_farmer_001_1_1.pst.1268.xls,Master:K11,17,1,11,1
peter_keavey_000_1_1.pst.112.xls,Reported:G67,1,0,1,0
dana_davis_000_1_1.pst.128.xls,Sheet1:A24,2,0,2,0
mark_guzman_000_1_1_1.pst.135.xls,Test Sheet:V84,34,0,32,0
jeff_dasovich_000_1_1_1.pst.79.xls,Sheet1:B16,5,0,5,0
mike_carson_000_1_1.pst.80.xls,Sheet1:C13,10,0,10,0
theresa_staab_000_1_1.pst.212.xls,Nov:D23,6,0,6,0
vkaminski_002_1_1_1.pst.275.xls,Calculations:AR2,0,0,0,0
chris_germany_000_1_2.pst.17.xls,external:C8,7,0,6,0
monique_sanchez_000_1_1.pst.1.xls,Sheet1:B20,1,0,1,0
kevin_hyatt_000_1_1.pst.218.xls,Fuel Use:I26,2,0,2,0
phillip_platter_000_1_1.pst.12.xls,day 2:F60,9,0,8,0
