fileName,Max Dep Ref,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
Sourav_Mohanty_a3.Design Global Covid Dashboard.xlsx,ANALYSIS:B28,70,1,10,1
GuidelineInEnglishCumNepali.xlsx,Sheet1:B472,1,0,1,0
Covid-data-with-cases.xlsx,Sheet1:N58,1,0,1,0
updated_produce_sales.xlsx,Sheet:B2070,1,0,1,0
HW2_dataset_new.xlsx,0.01:H4,1,0,1,0
wadayama_vitA.xlsx,まとめ:A4,5963,89,28,92
Forecast.xlsx,Sheet1:D79060,3,0,1,0
Percurso Curricular Interativo - Robótica.xlsx,Obrigatórias:F10,93,1,65,1
ONLINE_DISPECINK_IP_dostupne_kapacity_20210220_05-01.xlsx,Regiony:AI3224,4,0,2,0
Chess.xlsx,General:D3,3,0,2,1
dmc4dpick-999.xlsx,mar:W110,3,0,2,0
Stock 23.02.2020.xlsx,Smartphone Sales Report:C5,54,0,27,0
Result_201507.xlsx,MAN:G24,6,0,6,0
Aula12.xlsx,Report:B2557,6,0,3,0
Rec-20211102-CHvsgvmdf.xlsx,รวม FG:B14,3,0,1,0
HNF_OTUtaxa.xlsx,1)18s_OTUtaxa:D2827,1,0,1,0
first_lockdown.xlsx,Calabria:M584,31,0,7,0
aero_test.xlsx,Sheet2:A8,131532,1298,1,1318
BilateralMigration.xlsx,Database:SG217,0,0,0,0
parseResults.xlsx,replay_Sound Horizon - Raijin n:E14733,4,0,2,0
1_Transmembrane_type.xlsx,Sheet1 (2):I1401,1,0,1,0
RMS-RA数据核对2017-03-20.xlsx,RMS-RA数据核对:E17,7,0,5,0
Outer size Code.xlsx,% SOH of Outer size code:I665541,2033,511,871,512
FemtomaxMOTORS.xlsx,Tests:AP14,0,0,0,0
mary_fischer__25606__31Z.xlsx,E12.XLS:M33,15,0,15,0
Day 1 INSTRUCTOR.xlsx,8:G3,797,7,269,8
2015-16_CCD_Companion_LEA_Staff.xlsx,File Layout:A9,21,0,1,0
sally_beck__33737__MgmtSum-Q3-0728.xlsx,QTD Mgmt Summary:C14,22,1,21,1
2017-03-27-2017-04-02.xlsx,若梦-箱子:B135,3,0,1,0
工作簿1-20181122170204822.xlsx,不良明细:CBJ5,2,0,1,0
W22704-181.xlsx,Sheet1:E2,14196,176,7098,183
tri-approx.xlsx,data:F4,8194,134,4097,138
Kickstarter Campaigns.xlsx,Bonus 1:B3,4,0,1,0
JPM Annex A(1).xlsx,Sheet1:AF5098,0,0,0,0
VIL-2015-03.xlsx,MAR 5:Q10,9,0,4,0
model_OLD_13Feb.xlsx,Flows:E5,2049,229,205,230
OBC8_4_16.xlsx,Data:I1233,55,1,55,1
JRC-IDEES-2015_Tertiary_HU.xlsx,SER_summary:C26,40,0,8,0
Tres Rios Clean Weather Data Feb-June 2015.xlsx,Tres Rios Weather Station:E774,1,0,1,0
INFORMACION-COLEGA-SAENZ - Copy.xlsx,CD (2):D4884,101,1,41,1
ETS Data for Goodsin.xlsx,Sheet2:B14,14,0,4,1
Fact2Sheet_Corona_20200607.xlsx,LastWeek:AD158,4187,5488,1247,5490
LIMIS_QXSP.xlsx,LIMIS_TN_1:E6,23,1,5,1
CogsleyServices-SalesData-Start.xlsx,Sales:G3861,2,0,2,0
Tio Cash Master 3301 Supplemental multi-dimensional arrays.xlsx,3305 Prime List PSL:E5,24,0,24,1
pytorch_example.xlsx,Sheet1:C3,11,0,6,0
工作簿1-20181122112139234.xlsx,不良明细:CBJ5,2,0,1,0
TBRPM_Assignment_Review.xlsx,Subarea_Links:G2,1,0,1,0
Daftar Nama Siswa_1807.xlsx,Rekapitulasi:L17,11,0,8,0
Chemistry-1993-2013-15_Apr28b.xlsx,MasterList:O11,2,0,1,0
Excel-Challenge Homework.xlsx,Sheet1:E539,2,0,1,0
ENGINE ANALYSIS.xlsx,data:M14,2,0,2,0
2014_2009.xlsx,Totaal:K274,3,0,3,0
2021-12QC_molds_daily_archive_v3 - Copy.xlsx,wieght_report:E42,5,0,4,0
kevin_ruscitti__20327__NGPL_StorageE_Test.xlsx,Phys Test:F15,6479,93,1620,95
Ai9yEcyDFHx91sjTBBnsefLXOQMOCzhYWOoZFIvl.xlsx,formato:D16,99,1,1,1
FRPP_GLC_-_United_StatesSep292020.xlsx,GeoLocation_UnitedStates:D37421,1,0,1,0
Evaluation Teacher.xlsx,Total Score:B32,3,0,3,0
creazione dati clips.xlsx,turismresort:C1,252,2,168,3
Kickstarter_Challenge_Final.xlsx,Outcomes Based on Goals:B3,4,0,1,0
test_hip_1_irreg-model_hip_1_irreg.xlsx,hip_1_irreg_debug:E8154,2,0,2,0
KTCL-master-data.xlsx,Mrg Summary:Y164,5,0,4,0
exclusive_skill_info.xlsx,Sheet2:S33,240,1,240,2
Roadmap2.xlsx,2016 AB Goals DRAFT:A5,84,1,3,1
605f283d2aa6d.xlsx,Province:A14,1,0,1,0
mapperComparisonData2.xlsx,Sheet3:K262,26,0,6,0
20210718_ToIR_backup.xlsx,Terminology:A23,1,0,1,0
Homework - week 1.xlsx,Bonus Worksheet - backers:B446,4,0,1,0
GL_Driver_Safety_Report_ferguson_20211018_144950.xlsx,Report:Y5,2216,21,1,22
results_10.02.2020.xlsx,Results:F11,224,2,14,3
GL_Driver_Safety_Report_ferguson_20211019_172231.xlsx,Report:Y5,2217,79,1,80
ds_2016_3_1528.xlsx,סכום נכסי הקרן:C18,1,0,1,0
BRTT result spreadsheet.xlsx,Calculations:O10,41,1,41,1
DC6220e6g1_kdj_data_回测指标.xlsx,连续盈利分布:B9,1,0,1,0
Pharmaview Relay Drug Pipeline Review - Consolidated Round 1 - 11-07-14 v1.xlsx,GU:D7,1,0,1,0
kc1prdb01.xlsx,DISKBUSY:BA400,8,0,3,0
RMS-RA数据核对2017-03-16.xlsx,RMS-RA数据核对:E17,7,0,5,0
statistik-covid19-avlidna_2021-08-08.xlsx,Dödsdag:B8,507,4,1,4
hybrids_05.xlsx,vw:C45,509,4,1,4
10214-0_57pcs.xlsx,Calcu:T7,1727,44,290,45
phillip_allen__28865__pivot_1210.xlsx,utility:S28,4,0,4,0
SAM-0.2 OR10x100-0.25_10 dataset analysis.xlsx,State026:B44,6,0,1,0
euler第686题.xlsx,Sheet1:D9,9,0,2,0
conflicts.xlsx,Sheet5:C31,9,0,1,0
ColloffWadeStrangeData.xlsx,Data:D8012,2,0,2,0
jane_tholt__13056__June 12 Without SOH Upgrade And No EOC Advantage.xlsx,Assign To West Contracts:CI10,218,3,72,3
모델분석.xlsx,기타:E14,7,0,2,0
94prprct.xlsx,94PRABFD:AJ412,2,0,2,0
2021.xlsx,9 月:F4,1,0,1,0
SAM-0.1 OR10x100-0.75_5 dataset analysis.xlsx,State026:B44,6,0,1,0
Annotators7_TermMatching-MasterSheet.xlsx,Annot7_Prepared:G135,2,0,2,0
25974703_CYP2D6_frequency_table_(R3).xlsx,All edited for CPIC_R3:DD236,9,0,7,0
Xing -5.25.xlsx,Sheet2:G128,11,0,6,0
Country_ELUC.xlsx,BLUE_GCB2020_IPCC_countries:FH26,3,0,1,0
Jail-Data-Spreadsheet-201905-May-2019.xlsx,Sheet1:K1189,1,0,1,0
homework 1 kickstarter chart.xlsx,data:E300,2,0,1,0
nm_Francis vs harmonic.xlsx,nm T1.8 flota:AO4,332,3,72,3
users_heuristics.xlsx,Sheet2:B3,9,0,3,0
Backup of ZSJ_pocet_obyv-number-code.xlsx,zsj:E22620,1,0,1,0
核心字彙分析_主要關鍵字_20200424.xlsx,計畫關鍵字:BKP329,2,0,2,0
293t_hrgfp_ragbq99l polysomes all.xlsx,293t_hrgfp_rich.csv:G621,1,0,1,0
Torn_2005.xlsx,incubation:C4,2,0,2,0
MISO_load_2009-2013_to_Luke.xlsx,2009-2013:A19762,4,0,1,0
NAGP_PW_apdx.xlsx,data:F921,10,0,5,0
MASTER.xlsx,DATA:C105,252,2,1,2
Weather (10h training).xlsx,Weather2:I1310,6,0,4,0
606056a53c365.xlsx,Province:A10,1,0,1,0
scott_neal__37864__Aga4-7.xlsx,AGA Storage:F169,1,0,1,0
ScenTrade__Trade_Links.xlsx,BI:K4,35,0,1,0
excel-challenge.xlsx,Original:E3567,2,0,1,0
Panel Test Sure Thing! PC Document V4.xlsx,Test Summary:H7,7,0,3,0
richard_ring__31555__EES-CECAuditedAnnual-2000.xlsx,Schedule 2C:C69,50,1,25,1
Attributes_review_14_Oct_v1_1_(1).xlsx,Supporting Sheets:B3,1,0,1,0
CONTRATACIONES_PUBLICADAS_POR_PROVEEDOR_2020_07_26.xlsx,Datos:A2032,1,0,1,0
Forpost2016(5).xlsx,окт 2018:H7,1,1,1,1
ps19334.xlsx,Entry:AH835847,0,0,0,0
Data_Banco (1).xlsx,Data_Cajero:E7,1,0,1,0
200729_EngineStudsTighteningTorqueR10.xlsx,Monocoque:D88,737,13,44,14
ePSD_BioID-Supplementary-data.xlsx,Table 1:F2,1,0,1,0
Ranking_2021-07-28.xlsx,avrange of n:AG973,1,0,1,0
Examen Unidad I FGCM.xlsx,Hoja1:D9,2,0,2,0
daren_farmer__6652__Gas Assets Ops 03-00 Prelim O&M.xlsx,2939 - Global Contracts Tx Ops:AJ21,0,0,0,0
GSE142114_NGS_Hammerhead_Length_Filtered.xlsx,24-3 raw data:C2,3695,35,3691,37
Data_wolves_moose_Isle_Royale_June2019.xlsx,8. moose diet and physio:J143,2,0,2,0
MOOC_Week-4_Student-Workbook.xlsx,Updating the Workbook:H13,1,0,1,0
Extended_Data_Fig2.xlsx,Extended Data Fig 2a:B37,1,0,1,0
FlightData.xlsx,testflight1:E5268,2,0,1,0
UNIT1EXCEL_ELM.xlsx,Bonus Sheet:E12,7,0,3,0
SolicitudGrafica_CN_10_13_REC_120_OK.xlsx,Solicitud gráfica:G4,299,4,299,4
5-8.xlsx,文本函数2:B1,8,0,1,0
ACS2017_Table_Shells.xlsx,acs_2017_tables_b01-18:B24389,302,2,1,2
2017airmandata.xlsx,Table 5:F16,7,0,7,0
Case study 1.xlsx,Sheet1:J7,2,0,2,0
Store-Sales-if-nestedif-vlookup-hlookup.xlsx,Store Sales:V9,8399,140,1,142
这一份中国省市区县行政编码人口列表.xlsx,行政区域:B2020,182,1,1,1
30-4.xlsx,Load-Displacement:D25214,1439,26,479,28
JDS 02-Homework_01-Excel_Instructions_StarterBook.xlsx,StatusByCategory:A3,8,0,2,0
KickstarterStats.xlsx,Outcomes Based on Goal:D2,4,0,1,0
ps19366.xlsx,Entry:AH153458,0,0,0,0
LẬP TRÌNH WEB (1).xlsx,Nhom (9):C10,75,0,1,0
采购单.xlsx,开关灯具:I17,6,0,1,0
Surf_overlay_diag_E.xlsx,ZIKV:E1046472,1,0,1,0
ours_genes.fpkm_tracking_all.xlsx,genes.fpkm_tracking_all.txt:M22325,2,0,2,0
crime_v3.xlsx,crime_v3:C81,52484,904,1,921
Stock 15.06.20.xlsx,Target & Achivement:D13,54,1,27,1
PV Angebots Tool.xlsx,PV-Angebot:A2,5,0,5,0
106121080_CDM_All_2020.xlsx,Calc & Attestation:B7,2,0,1,0
34_22.10.2017-12.11.2017.xlsx,ფორმა N 8.1:B10,29,0,1,0
Panel Test Octagon Migration PC Document V4.xlsx,Test Summary:H12,7,0,3,0
06-04-2015_02_49_00 pm.xlsx,CHEQUES ANULADOS:L102,5,0,2,0
MPVDatasetDownload.xlsx,2013-2019 Killings by PD:I53,13,0,11,0
Solution_36.xlsx,Лист2:G50849,6,0,2,0
KAPA_NEW.xlsx,2 dilutions - Analysis:D59,769,12,97,12
migdal_2016_4_1304.xlsx,סכום נכסי הקרן:C11,31,0,6,0
SolicitudGrafica_CN_11_11_CO_REC230.xlsx,Solicitud gráfica:G4,299,3,299,3
Question 5.xlsx,Pre-Trade Single Stock:AJ25,0,0,0,0
Abdulaziz Alboshal - Project2.xlsx,Forcasting Scenarios:M10,20,0,7,0
Fallzahlen_Kum_Tab_20210529_071615.xlsx,Fälle-Todesfälle-gesamt:B257,4,0,3,0
citiesCleanK.xlsx,citiesCleanK:AE1,0,0,0,0
I680SB_2025_S4.xlsx,Off-Ramp_Flow:KO651,0,0,0,0
hkgx1unx001-wmq.12012016.nmonmonthly.nmon.xlsx,DISKBSIZE:B152,4,0,1,0
Team_1114_Championship_Scouting_Database.xlsx,Interface:F11,8,0,7,0
2019-04-09-eval-matched-gtid.xlsx,gtid-fj:G345,49,1,33,1
AllWaves_Fill-in-The_Blank-ANSWERS_forNewAnalysis.xlsx,answer tally vs wordFreqsSTATIC:E65,259,2,86,3
工作簿1 - 副本-20181123094654796.xlsx,不良明细:CBJ5,2,0,1,0
john_griffith__15571__Market Analysis.xlsx,March:P1,664,6,405,6
facilities-research-session-data.xlsx,P11 - verbatim notes:A2,197,1,3,1
GL_Driver_Safety_Report_ferguson_20211019_085100.xlsx,Report:C6,4177,44,1,45
GL_Driver_Safety_Report_ferguson_20211101_144505.xlsx,Report:Y5,2257,21,1,22
KPMG_VI_New_raw_data_update_final.xlsx,NewCustomerList:W587,1000,9,1,9
PackingTemplet.xlsx,Sheet1:P354,1,0,1,0
Singapore Key Economic Indicators.xlsx,Distribution:P25,2,0,1,0
60604cae7ab0d.xlsx,Province:A10,1,0,1,0
ScriptRules_Fire.xlsx,12_Fire_ModSeverity:C7,36,0,18,1
dSWI4_one_strain_ANOVA_done-by-hand-in-Excel_20181205.xlsx,dSWI4_ANOVA:J963,6,0,4,0
T_1840_1849.xlsx,std:L1,120,2,1,2
Edureka_demo.xlsx,Personal Monthly Budget:C6,3,0,3,0
standard_1.xlsx,Sheet1 (2):H42,34,1,16,1
Data_powell.xlsx,Sheet1:Y172,4,0,4,0
11202_个别报表_2019年度_深圳金信_V0.1 - 合并版.xlsx,未审报表分析:D31,92,1,84,1
mean annual precipitation_C1.xlsx,mean annual precipitation:G7,4,0,3,0
KickStarter Data Analysis.xlsx,Data:N2930,2,0,1,0
SAM-0.1 OR10x100-0.50_6 dataset analysis.xlsx,State026:B44,6,0,1,0
Hypotheekrente.xlsx,Lineair:C114,991,10,744,11
label sentimen.xlsx,Raw Data:D6400,9,0,4,0
Paper trading account P&L.xlsx,Summary:F18,5,0,3,0
24-1631072449-1.xlsx,SV-Import Data:H8,2,0,1,0
ZSJ_pocet_obyv-number-code.xlsx,zsj:E22620,1,0,1,0
DatenFormatiert.xlsx,Tabelle1:B5708,1,0,1,0
DatasetPC.xlsx,Quarterly:B7,281,2,1,2
jul15_base.xlsx,Dates:D3,73,1,2,1
2012-2013.xlsx,34 tbl9:H12,1,0,1,0
VA April 2017 - PMS.xlsx,Inward RM Pivot+VA:G14,14,1,6,1
AgrO variables.xlsx,Measurement:K116,2,0,2,0
Proyecciones de población años 2014 al 2021 - Tablero (2).xlsx,NACIONAL (2):I7,2,0,1,0
blocc2.6 15th Jan 11_30.xlsx,Growth:H9,54,0,25,0
3、电商累计收支汇总表—江西区域公司（截止2018年7月）.xlsx,电商累计收支汇总表-江西区域公司（截至2018年7月）:E4,14,0,11,0
2012_Fremont_County_General_PbP.xlsx,Sheet1:BW27,1,0,1,0
DMD_PRJ.xlsx,IND:D4,6338,173,265,176
Sample1.xlsx,Tabelle1:A773,1,0,1,0
tasa-de-homicidios.xlsx,Vinculacion_Geografico:G32,718,8,1,8
Revidly_Analytics ( A.M.Srivatsan ).xlsx,Analytics11:C1097,10011,122,4,125
common.xlsx,Traditional:A1548,2,0,2,0
excelsymphonicband.xlsx,Pivot:A356,1,0,1,0
SolvedStarterBook.xlsx,Bonus:C12,4,0,1,0
Client团队任务和版本统计-20180619update.xlsx,任务数据:F3,110,1,107,1
MISO4101-FM-CalculoVelocidad - Sprint 3.xlsx,Velocidad del Sprint:B4,22,0,6,0
2017_state_scorecard_public_use_data_file (1).xlsx,2. Report:I3,2,0,1,0
ventasCocaCola_matrícula_solucion.xlsx,Datos:T1978,4,0,1,0
FN-2016-2019(1).xlsx,2019:AB17,12,1,1,1
cara_semperger__1455__EPE_DEC_2001.xlsx,DEC(9):W41,13,0,12,0
sbsAdriene_Mishler.xlsx,Sheet1:Q346,1,0,1,0
CÃ³pia de PRODUTOS NOVOS SALOMON-novos.xlsx,PRODUTOS NOVOS:G71,3,0,3,0
PyBudget_master.xlsx,Feb:B24,22,0,9,0
TechDebt Decl.xlsx,Sheet1:G53,45,1,5,1
PWN2019 QUOTE.xlsx,Cash Flow:H12,446,7,48,7
منزل النور.xlsx,المشاريع:A3,355,3,1,3
Test_Data_metal_NB_DT_AIO.xlsx,Clean Sheet Wire Cable  :AI14,0,0,0,0
无锡市三类房建土地数据汇总2016-20200616.xlsx,Sheet1:Q1508,1,0,1,0
Stull-SkewT04-logP-modifyTheta_e compare to Bolton.xlsx,Sheet1:J1,13968,233,9312,243
accum-temperature.xlsx,Лист1:B2885,2,0,2,0
金鹤园保险销售数据11-12.xlsx,60元:C32,1,0,1,0
full.xlsx,Kanji:B233,5,0,5,0
Invoice-20200908084206.xlsx,Sheet1:C44,2,0,2,0
GL_Driver_Safety_Report_ferguson_20211021_092709.xlsx,Report:C6,2202,21,1,22
Resultats Primaire T1 95pct.xlsx,RESULTATS BVP:U3441,11,0,4,0
amitim_2016_1_313.xlsx,לא סחיר - קרנות השקעה:F101,3,0,2,0
直線走50米-共十次-最終資料彙集處.xlsx,分析表格 (手動調):S50,108,1,18,1
Stock 29.12.20.xlsx,Final Stock:I65,9,0,6,0
edevlet-mezarlik-verileri.xlsx,Toplam:B73,7,0,1,0
Project Time Sheet.xlsx.xlsx,Summary:C10,3,0,3,0
【AUO OCL_FY21 85AG (SSV) 】 SMLD Quality Data Workbook.xlsx,InProcess Conf:BA682143,0,0,0,0
2019-05-11-0752_drimys_winteri.xlsx,Measurements:E13,6600,139,1650,143
CPC_no_partition_WB_FIFO_results.xlsx,CPC_contentions:C82,9,0,9,0
data20191124.xlsx,学生-贴子内容:C1129,2,0,1,0
passing_eg1_order_file.xlsx,PrimerMix Plate Order Form:D24,1540,14,2,14
ASDL1920-MP3-FOGLIO-LAVORAZIONE-DATI-NICO-TRIONFETTI.xlsx,tempi:C8,2,0,1,0
FullRes Capture conversion.xlsx,Peaks:E5,946,8,1,8
69 Electrical Panels Log v69.0.xlsx,Summary:G1,21,0,2,0
605f25b29b89d.xlsx,Province:B10,1,0,1,0
2017 PoB by Race All.xlsx,PoB KC Tracts:Y342,6,1,6,1
OIL PAYMENT VOUCHER- APRIL-2016.xlsx,April-2016:G2377,9,0,2,0
blupsGCDT20-01_parents_imputed_recoded_multicollinear.xlsx,blupsGCDT20-01_parents_imputed:FH315,0,0,0,0
freeze_example.xlsx,Sheet:B1043,1,0,1,0
wykaz_czasopism_18-12-2019.xlsx,Czasopisma:B3,29036,244,1,247
vkaminski__40703__STORAGE-PRC-27.xlsx,VOLS:H1,828,11,216,11
Harry Potter Challenge Submission.xlsx,Characters:B16,10,0,1,0
Ex4-5 Team Rating v2 (4).xlsx,Model:O2914,2466,30,705,31
true.xlsx,true:A827,2,0,1,0
webStore.xlsx,WebStore_dupes_marked:M2,1699,15,2,16
US_Programmatic_Market_2020.xlsx,Top-down sizing:F10,35,1,29,1
relacao_geral_-_vodanet_-_07-04-2014.xlsx,Anatel:N1213,227,1,1,1
Tháng 04.xlsx,MiChang:F19,4,0,4,0
fin-v8.xlsx,Sheet:F12022,2,0,1,0
Question3.xlsx,Volume Forecast using Mean:F4,350,3,7,3
IPZ Precio Arriendo Venta Rentabilidad Score Barrio.xlsx,Datos Brutos:J16021,2,0,1,0
CPIvs行业.xlsx,backtest:B617,39963,631,23979,659
ZCXM.xlsx,Sheet2:A60,1,0,1,0
ALMACEN      AGOSTO         2016.xlsx,PERNIL:D10,2422,21,1,22
as_2015_4_1288.xlsx,לא סחיר - קרנות השקעה:H47,2,0,2,0
BRITANNICA PROJECT EXPENSES.xlsx,CASH 79ST:F73,11,0,10,0
Tio Cash Master 1600 1 seventh 0a in the neighborhood of.xlsx,1602 fam07 0.142859 vertical:C6,189106,4137,126074,4383
Arquivos de 2017 - para verificação.xls.xlsx,4432.2017:B30,1,0,1,0
四象限行业选择.xlsx,日度数据:C12,4672,63,24,63
GL_Driver_Safety_Report_ferguson_20211021_154928.xlsx,Report:C6,2202,21,1,21
gain-curves.xlsx,Sheet1:A119,3,0,1,0
工作簿1-20181122140451052.xlsx,不良明细:CBJ5,2,0,1,0
Scen_SE_IND_DemandProj.xlsx,Convergence programme:K303,333,6,13,6
41. Quest Book_balancing.xlsx,Target:W1,141,1,12,1
HS_videos_Smit_Cross_augmented_v06.xlsx,datapura:K1603,2767,32,924,33
Pro-Forma_Report_08012015_07_49_26.xlsx,Venues:B75,420,5,8,6
2016 FE Guide for DOE-OK to release-no-sales-4-27-2017Mercedesforpublic.xlsx,PHEVs:N22,10,0,10,0
SPD_20205.xlsx,RPD:C20,6,0,6,0
Final Bike Collision Database.xlsx,Sheet1:C306,1,1,1,1
SWC Statistical Case Study.xlsx,Inferential Statistics:H23,1,0,1,0
DBanknoteResults.xlsx,Aggregates:B2,101,1,1,1
SK Pembimbing Skripsi.xlsx,bimbingan skripsi:B95,232,2,3,2
valores_produtos.xlsx,dados:E2,1,0,1,0
Stock 20.10.2021.xlsx,Final Stock:G35,9,0,6,0
covid_vaccinations_14_12_2021.xlsx,Notes:A11,1,0,1,0
Raw.xlsx,calcs:BE53,0,0,0,0
Histo_Cours.xlsx,Feuil4:H20,601,7,3,7
ankcseprda01_190921.topas.nmon.xlsx,DISK_SUMM:C71,5,0,1,0
aad0189_DataFileS2.xlsx,ColdTest:B14,1,0,1,0
Exercice 3 Etude du corpus.xlsx,Analyse:B2,1681,22,1,22
profits.xlsx,Sheet1:A1,60,1,1,1
UpwardGiftCertificates.xlsx,2017:A2,294,3,1,3
MM2-0530H.xlsx,P1dB Pt:R17,12,1,2,1
2222.xlsx,Entry:AG859412,0,0,0,0
Santa_Vitoria_weather_dataset.xlsx,INMET:V4027,1,0,1,0
harel_2015_3_1335.xlsx,Sheet1:C5,22,0,1,0
16-21.xlsx,Sheet1 (3):A104,1,0,1,0
红宝集合.xlsx,最初完整版（音频路径有误）:A6507,1,0,1,0
Excel模拟神经网络进行4000次迭代.xlsx,Sheet1:B4,63944,1703,11990,1750
poai.6be0d99b.xlsx,TOTAL 2021:B6,17,0,2,0
Template_VisualizationStrawmanPIVOTS.xlsx,Reporting 2013:D28,5,1,5,1
tickets.xlsx,summary:B20,3,0,1,0
Libro1.xlsx,Hoja1:A2,7999,192,1,194
healthcare-dataset-stroke-data by akhilesh mishra.xlsx,healthcare-dataset-stroke-data:K1274,1,0,1,0
物理作业11.xlsx,Sheet1:IR152,149,3,1,3
Stock 12.12.19.xlsx,Final Stock:E65,9,0,6,0
General Data.xlsx,NewCustomerList:W587,1000,14,1,15
NHL 2007-08.xlsx,Players:AQ1085,0,0,0,0
MatrizTransición.xlsx,3X3INBURSA:H2900,13,0,4,0
over_10_TAP_B_TYPE.xlsx,B:C7,7,0,4,0
brti_excel_analysis.xlsx,brti_excel:B1728,1,0,1,0
코스피200 편입여부.xlsx,코스피200 중 코스피200 편입여부:GC456,1,0,1,0
phillip_platter__31428__EES_Schedule.xlsx,day 2:N11,9,0,9,0
OHRM-final sheet.xlsx,Text Execution summary:F11,5,0,2,0
Project_datasets.xlsx,Store:A13,18,0,1,0
工作簿1-20181122163651735.xlsx,不良明细:CBJ5,2,0,1,0
自動灌水装置配線配管.xlsx,配管:Q3,3,0,3,0
DailyTradeCounts_2016_2020.xlsx,20160101_20181130:K7647,1,0,1,0
Measurements_Temperature_DutyCycle.xlsx,Feuil1:D1,2837,25,1419,26
2019-07-03-1019_rhododendron_campylocarpum.xlsx,Measurements:C13,6600,147,1650,151
JUNG KNX Acreation komplety 08_02_2021.xlsx,Biały:D37,1,0,1,0
peerrank copy.xlsx,figure3 data:BO469,1,0,1,0
GL_Driver_Safety_Report_ferguson_20211031_095848.xlsx,Report:Y5,2526,23,1,23
lenderToProyek.xlsx,Sheet1:I5345,4,0,3,0
Quarterly-Engage-UA-Revenue.xlsx,Arcade FSM:K17,84,2,28,2
106410817_CDM_All_2020.xlsx,2020 Seton % Increase-Decrease:I8,2,0,2,0
Southern Water Corp Statistical Analysis.xlsx,DRT Rolling Stdev:O9,2452,42,1,43
Covid SJC.xlsx,Dados sim recup log:B600,388,7,90,8
BuyerQuest.xlsx,P2P:R119,5,0,3,0
Analysis_Part1.xlsx,Bus model  :I4,57,0,57,0
GROSVENOR_PROJECT_DATA_2016.xlsx,Sheet1:B9,3,0,1,0
工作簿1 - 副本-20181124101521380.xlsx,不良明细:CBJ5,2,0,1,0
تستور.xlsx,المشاريع:A3,355,3,1,3
GL_Driver_Safety_Report_ferguson_20211101_145515.xlsx,Report:Y5,2257,33,1,34
RE6685.xlsx,RE6685:E5993,1,0,1,0
Pitch for SDG Global Village -- v3 -- AR210817.xlsx,example meeple calculus:AC100808,0,0,0,0
column_quality_case_wise_priority.xlsx,v_dn_o_v:G5,1,0,1,0
2015_07.xlsx,Sheet:AB8,0,0,0,0
ABACUS_NUMSPECSTOT (Autosaved).xlsx,ABACUS_NUMSPECSTOT:AS1505,1,0,1,0
2019_02_13_4020Pa_well1.xlsx,Cn averaged:A89,1,1,1,1
0010_21R04-LeMans-QLY_Mech.xlsx,708:R46,1,0,1,0
Stock 19.04.20.xlsx,Target & Achivement:D10,54,1,27,1
2020-09 Cleaned.xlsx,202009-divvy-tripdata:C37203,2,0,1,0
chris_germany__1697__2000 Calp_daily 2000.xlsx,MAY 2000:AD3,0,0,0,0
vkaminski__40790__CASH_Elba_04112000wML.xlsx,Elba:F7,410,5,42,5
vicon_udp_teensy.xlsx,200Hz_with_extra_64_python_xbee:B2,11635,269,5817,280
2019-07-18-0854_angelica_archangelica.xlsx,Measurements:E13,6600,145,1650,149
2020_03_23_SBU_Sample_Event_Info_Field_2_with_date_field_cleaned-xlsx.xlsx,2020_03_23_SBU_Sample_Event_Inf:H585,1,0,1,0
605f28e80e59f.xlsx,Province:B10,1,0,1,0
BASE DE MEDIOS ESCRITOS (2).xlsx,Hoja1:H7,1,0,1,0
psagot_2015_1_283.xlsx,סיכום נכסי ההשקעה:B25,29,0,4,0
Data_04_MAG_expression_tables.xlsx,RNA_MAG_table_L221_L304:L323,5,0,4,0
QRE.xlsx,Benefit functions:D13,21,0,1,0
laravel-excel-1c1xeWg51uvrA2u8h5nKCPbxqUulxBiQ.xlsx,Ammortization:K8,108,1,55,1
Yellow River Habitat Data (1).xlsx,Site-040:F106,1,0,1,0
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B27%2BApril%2B2021.xlsx,Table 4 - Delayed Discharges:B77375,251,2,1,2
kate_symes__18908__New Notification Report 0101.xlsx,Dec 2000:G16,1,1,1,1
20140615_genomicanalysis-workbook.xlsx,IsoID:AA9,5,0,3,0
Eastern_PA_Schools.xlsx,dictionary:A10,1,0,1,0
MDC_NTTR_FUN-MAP_20201103.xlsx,ROUTE:G3,48,0,40,0
2017下期間接費遂行状況 - V応.xlsx,V応:S15,22,0,10,0
Twin_house_O5_exp1_10minR1_volum.xlsx,Twin_house_O5_exp1_10min:D6318,12620,272,6312,281
chachis2.xlsx,2012:A3,2,0,2,0
Equity investor SUP matrix.xlsx,Equity investor ownership:CE88,1,0,1,0
Easy.xlsx,Easy:K3,25,0,5,0
ZBB_Harmonisation_dBvNtst.xlsx,Dropdown_List:N4,10,0,1,0
nycTweets.xlsx,nycTweets:L769,3,0,2,0
TigerDirect.xlsx,Domain Freq:B140220,18,0,2,0
Texas Local Governments.xlsx,GSA SAM Data:M3768,1,0,1,0
mary_fischer__25620__77M.xlsx,E12.XLS:M33,15,0,15,0
